OrderID,Order Date,Product,Category,Region,Price,Quantity,CustomerAge,PaymentMethod,Rating,Revenue
ORD1027,2025-06-17,Mechanical Keyboard,Accessories,North,53.57,1,35,COD,3.0,53.57
ORD1577,2025-02-05,Wireless Mouse,Accessories,South,15.95,4,24,COD,5.0,63.8
ORD1122,2025-05-15,Bluetooth Speaker,Audio,South,42.65,4,35,Debit Card,5.0,170.6
ORD1802,2025-07-24,Bluetooth Speaker,Audio,West,53.14,4,40,COD,3.7,212.56
ORD1935,2025-05-29,Laptop Stand,Office,South,19.4,4,34,Credit Card,2.5,77.6
ORD1920,2025-04-15,Webcam Hd,Electronics,West,40.91,2,16,Unknown,4.5,81.82
ORD1723,2025-06-24,Phone Case,Accessories,West,10.35,6,26,Credit Card,3.8,62.1
ORD1563,2025-07-26,Noise Cancelling Headphones,Audio,East,106.31,7,39,Debit Card,4.0,744.17
ORD1508,2025-08-04,Webcam Hd,Electronics,East,30.59,1,31,Credit Card,5.0,30.59
ORD1910,2025-06-09,Laptop Stand,Office,East,26.73,2,47,Credit Card,4.1,53.46
ORD1271,2025-03-10,Webcam Hd,Electronics,North,42.41,6,32,Upi,5.0,254.46
ORD1347,2025-03-10,Webcam Hd,Electronics,South,29.74,3,18,Debit Card,3.1,89.22
ORD1756,2025-04-07,Desk Lamp,Office,South,19.85,3,25,Upi,3.9,59.55
ORD1277,2025-07-07,Phone Case,Accessories,West,8.81,3,36,Debit Card,4.2,26.43
ORD1894,2025-04-19,Laptop Stand,Office,South,25.009999999999998,2,41,Cash,4.5,50.02
ORD1907,2025-05-21,Wireless Mouse,Accessories,South,14.06,5,26,Cash,3.5,70.3
ORD1431,2025-08-29,Mechanical Keyboard,Accessories,West,58.04,3,26,Cash,3.5,174.12
ORD1691,2025-04-23,Bluetooth Speaker,Audio,South,49.08,4,26,Credit Card,4.2,196.32
ORD1975,2025-01-13,Desk Lamp,Office,North,11.75,6,20,Unknown,4.8,70.5
ORD1147,2025-07-22,Phone Case,Accessories,North,7.77,6,34,Credit Card,3.7,46.62
ORD1299,2025-05-26,Noise Cancelling Headphones,Audio,West,83.37,2,39,COD,3.9,166.74
ORD1556,2025-05-19,Usb-C Hub,Accessories,West,15.27,2,25,Credit Card,4.2,30.54
ORD1445,2025-08-28,Phone Case,Accessories,North,11.76,4,45,COD,5.0,47.04
ORD1877,2025-02-26,Noise Cancelling Headphones,Audio,East,87.52,4,31,Debit Card,3.8,350.08
ORD1457,2025-08-02,Mechanical Keyboard,Accessories,South,54.98,3,16,Credit Card,4.0,164.94
ORD1051,2025-01-13,Desk Lamp,Office,West,19.65,5,49,Upi,3.7,98.25
ORD1878,2025-02-16,Laptop Stand,Office,East,28.42,6,27,Debit Card,4.4,170.52
ORD1518,2025-07-15,Power Bank,Electronics,West,37.64,2,25,Credit Card,5.0,75.28
ORD1022,2025-01-15,Phone Case,Accessories,South,8.51,1,28,Credit Card,4.2,8.51
ORD1318,2025-03-18,Bluetooth Speaker,Audio,South,34.71,6,36,Upi,3.8,208.26
ORD1674,2025-08-20,Mechanical Keyboard,Accessories,East,58.38,7,35,Upi,5.0,408.66
ORD1432,2025-06-29,Usb-C Hub,Accessories,East,22.55,3,32,Credit Card,3.3,67.65
ORD1209,2025-05-08,Mechanical Keyboard,Accessories,West,57.24,5,23,Unknown,3.8,286.2
ORD1619,2025-07-05,Desk Lamp,Office,North,15.87,2,36,Unknown,2.9,31.74
ORD1142,2025-03-15,Noise Cancelling Headphones,Audio,West,97.34,2,44,Cash,2.5,194.68
ORD1050,2025-08-24,Desk Lamp,Office,North,18.96,6,27,Cash,4.8,113.76
ORD1166,2025-04-26,Webcam Hd,Electronics,North,36.45,2,26,Cash,5.0,72.9
ORD1666,2025-04-17,Wireless Mouse,Accessories,West,12.88,1,34,COD,4.0,12.88
ORD1081,2025-02-08,Noise Cancelling Headphones,Audio,South,92.75,3,23,Credit Card,3.5,278.25
ORD1848,2025-08-16,Phone Case,Accessories,North,9.77,3,25,Credit Card,4.3,29.31
ORD1321,2025-03-12,Wireless Mouse,Accessories,East,18.09,7,38,COD,5.0,126.63
ORD1932,2025-03-24,Mechanical Keyboard,Accessories,East,58.32,6,41,Credit Card,5.0,349.92
ORD1964,2025-02-22,Mechanical Keyboard,Accessories,North,53.25,3,24,COD,4.2,159.75
ORD1886,2025-02-15,Bluetooth Speaker,Audio,East,49.63,2,32,COD,3.7,99.26
ORD1066,2025-01-30,Wireless Mouse,Accessories,South,15.66,7,23,Credit Card,4.1,109.62
ORD1334,2025-02-16,Phone Case,Accessories,East,11.27,4,39,Upi,3.4,45.08
ORD1289,2025-05-08,Noise Cancelling Headphones,Audio,North,93.11,6,24,Credit Card,4.1,558.66
ORD1339,2025-02-03,Desk Lamp,Office,East,17.97,5,34,Credit Card,5.0,89.85
ORD1829,2025-06-16,Bluetooth Speaker,Audio,West,51.5,3,42,Upi,4.1,154.5
ORD1283,2025-03-19,Bluetooth Speaker,Audio,North,57.41,2,33,Debit Card,3.8,114.82
ORD1500,2025-01-17,Bluetooth Speaker,Audio,North,47.14,1,30,Upi,3.0,47.14
ORD1664,2025-08-26,Phone Case,Accessories,West,8.79,3,43,Cash,4.9,26.37
ORD1064,2025-03-17,Mechanical Keyboard,Accessories,North,53.17,8,35,COD,2.9,425.36
ORD1693,2025-02-09,Power Bank,Electronics,East,27.58,6,34,Credit Card,4.6,165.48
ORD1264,2025-02-18,Mechanical Keyboard,Accessories,North,53.62,4,28,Unknown,3.8,214.48
ORD1449,2025-05-23,Bluetooth Speaker,Audio,West,48.64,5,33,COD,3.7,243.2
ORD1580,2025-06-30,Webcam Hd,Electronics,West,41.32,5,27,Debit Card,4.7,206.6
ORD1783,2025-01-18,Mechanical Keyboard,Accessories,West,60.24,7,23,Credit Card,1.2,421.68
ORD1020,2025-05-19,Power Bank,Electronics,West,29.13,4,37,Debit Card,5.0,116.52
ORD1442,2025-03-21,Wireless Mouse,Accessories,South,19.53,8,44,Cash,4.5,156.24
ORD1821,2025-05-03,Mechanical Keyboard,Accessories,North,65.1,2,41,COD,5.0,130.2
ORD1746,2025-08-13,Desk Lamp,Office,West,18.63,4,34,Credit Card,5.0,74.52
ORD1296,2025-06-30,Webcam Hd,Electronics,South,25.53,8,18,Credit Card,3.7,204.24
ORD1499,2025-04-27,Noise Cancelling Headphones,Audio,North,79.42,4,21,Credit Card,3.7,317.68
ORD1572,2025-06-06,Laptop Stand,Office,West,23.87,2,16,Credit Card,3.2,47.74
ORD1261,2025-01-18,Laptop Stand,Office,East,31.79,2,34,Cash,4.0,63.58
ORD1804,2025-04-26,Phone Case,Accessories,West,8.77,2,21,Credit Card,3.1,17.54
ORD1865,2025-06-21,Webcam Hd,Electronics,East,32.12,2,20,Upi,4.8,64.24
ORD1557,2025-06-17,Wireless Mouse,Accessories,East,15.04,4,56,COD,3.7,60.16
ORD1611,2025-08-24,Wireless Mouse,Accessories,West,14.73,2,30,Debit Card,2.9,29.46
ORD1621,2025-08-01,Laptop Stand,Office,East,23.77,3,30,Cash,4.4,71.31
ORD1528,2025-06-29,Mechanical Keyboard,Accessories,East,67.01,3,33,Cash,3.9,201.03
ORD1881,2025-03-10,Wireless Mouse,Accessories,North,17.01,4,33,Unknown,4.2,68.04
ORD1188,2025-07-31,Noise Cancelling Headphones,Audio,East,99.74,3,40,COD,3.9,299.22
ORD1251,2025-05-12,Mechanical Keyboard,Accessories,South,72.51,3,33,Debit Card,5.0,217.53
ORD1071,2025-02-12,Mechanical Keyboard,Accessories,North,44.17,5,29,Cash,5.0,220.85
ORD1101,2025-03-02,Webcam Hd,Electronics,South,42.85,4,58,Credit Card,4.2,171.4
ORD1788,2025-08-13,Noise Cancelling Headphones,Audio,North,111.36,3,31,Credit Card,5.0,334.08
ORD1945,2025-03-23,Laptop Stand,Office,West,26.05,5,33,Cash,3.2,130.25
ORD1397,2025-06-01,Wireless Mouse,Accessories,North,14.61,4,29,Credit Card,2.7,58.44
ORD1887,2025-01-27,Noise Cancelling Headphones,Audio,South,76.09,5,20,Upi,2.1,380.45
ORD1565,2025-05-16,Power Bank,Electronics,West,27.24,5,21,Cash,3.9,136.2
ORD1667,2025-01-28,Bluetooth Speaker,Audio,South,47.65,2,38,Cash,4.3,95.3
ORD1995,2025-04-18,Laptop Stand,Office,North,19.34,6,20,Credit Card,4.0,116.04
ORD1771,2025-03-15,Phone Case,Accessories,South,11.44,6,33,COD,5.0,68.64
ORD1330,2025-05-10,Phone Case,Accessories,East,7.59,4,26,Upi,4.8,30.36
ORD1598,2025-04-07,Bluetooth Speaker,Audio,North,42.45,7,41,Cash,4.1,297.15
ORD1734,2025-01-12,Phone Case,Accessories,North,11.35,3,20,Cash,3.0,34.05
ORD1365,2025-02-21,Desk Lamp,Office,North,16.69,3,41,COD,3.9,50.07
ORD1281,2025-08-01,Webcam Hd,Electronics,North,34.52,5,35,Debit Card,4.1,172.6
ORD1866,2025-06-16,Noise Cancelling Headphones,Audio,South,107.43,4,59,Credit Card,2.8,429.72
ORD1781,2025-05-12,Laptop Stand,Office,West,27.71,5,36,Credit Card,5.0,138.55
ORD1813,2025-08-18,Power Bank,Electronics,West,35.78,3,51,Debit Card,5.0,107.34
ORD1853,2025-04-01,Wireless Mouse,Accessories,East,13.6,3,39,Cash,3.6,40.8
ORD1463,2025-05-27,Mechanical Keyboard,Accessories,North,57.3,5,21,Cash,4.7,286.5
ORD1799,2025-06-28,Webcam Hd,Electronics,West,35.79,5,27,COD,3.2,178.95
ORD1207,2025-08-21,Power Bank,Electronics,North,38.76,3,39,Debit Card,4.2,116.28
ORD1513,2025-01-27,Bluetooth Speaker,Audio,North,55.09,5,31,Credit Card,4.8,275.45
ORD1218,2025-07-20,Bluetooth Speaker,Audio,South,32.83,3,27,Credit Card,3.0,98.49
ORD1239,2025-03-26,Usb-C Hub,Accessories,West,21.87,5,31,Unknown,3.3,109.35
ORD1963,2025-02-27,Usb-C Hub,Accessories,East,18.11,5,32,Cash,4.3,90.55
ORD1355,2025-07-22,Wireless Mouse,Accessories,North,12.76,4,49,Credit Card,3.2,51.04
ORD1564,2025-01-10,Usb-C Hub,Accessories,South,26.82,4,42,COD,4.2,107.28
ORD1192,2025-06-02,Usb-C Hub,Accessories,West,16.53,6,18,Credit Card,3.9,99.18
ORD1280,2025-06-13,Bluetooth Speaker,Audio,North,52.47,4,32,Cash,3.6,209.88
ORD1191,2025-05-03,Noise Cancelling Headphones,Audio,South,103.63,5,29,Cash,4.1,518.15
ORD1407,2025-04-12,Mechanical Keyboard,Accessories,South,72.99,3,39,COD,3.2,218.97
ORD1430,2025-01-21,Noise Cancelling Headphones,Audio,South,92.66,6,37,COD,5.0,555.96
ORD1685,2025-06-09,Desk Lamp,Office,East,16.08,3,38,Credit Card,3.9,48.24
ORD1132,2025-07-09,Laptop Stand,Office,South,25.009999999999998,4,35,COD,4.9,100.04
ORD1707,2025-07-02,Laptop Stand,Office,South,22.45,4,36,COD,4.0,89.8
ORD1523,2025-07-09,Usb-C Hub,Accessories,West,17.65,7,24,Credit Card,3.5,123.55
ORD1252,2025-08-10,Mechanical Keyboard,Accessories,South,74.95,4,29,Unknown,4.8,299.8
ORD1720,2025-03-01,Bluetooth Speaker,Audio,South,48.29,5,34,Debit Card,3.6,241.45
ORD1551,2025-06-13,Phone Case,Accessories,East,9.77,2,34,Upi,5.0,19.54
ORD1263,2025-03-05,Laptop Stand,Office,North,25.21,2,27,Unknown,4.6,50.42
ORD1070,2025-03-09,Phone Case,Accessories,West,8.55,2,40,Cash,5.0,17.1
ORD1272,2025-05-11,Noise Cancelling Headphones,Audio,East,106.03,4,59,Upi,4.4,424.12
ORD1112,2025-07-12,Desk Lamp,Office,North,20.53,1,46,Upi,3.5,20.53
ORD1327,2025-03-12,Bluetooth Speaker,Audio,North,52.22,2,32,COD,3.4,104.44
ORD1115,2025-02-06,Webcam Hd,Electronics,East,30.06,5,39,COD,3.8,150.3
ORD1323,2025-02-11,Bluetooth Speaker,Audio,West,25.15,3,53,Unknown,3.9,75.45
ORD1119,2025-05-08,Mechanical Keyboard,Accessories,East,44.61,3,21,Credit Card,4.2,133.83
ORD1867,2025-07-29,Noise Cancelling Headphones,Audio,South,72.95,2,27,Credit Card,4.7,145.9
ORD1423,2025-03-09,Noise Cancelling Headphones,Audio,South,102.7,3,27,Upi,4.3,308.1
ORD1905,2025-06-17,Usb-C Hub,Accessories,South,15.85,6,31,Cash,4.0,95.1
ORD1834,2025-01-22,Power Bank,Electronics,South,25.53,3,35,Credit Card,4.2,76.59
ORD1947,2025-01-13,Webcam Hd,Electronics,North,32.31,2,43,Cash,3.5,64.62
ORD1515,2025-05-19,Noise Cancelling Headphones,Audio,East,77.9,3,40,COD,3.4,233.7
ORD1530,2025-08-15,Bluetooth Speaker,Audio,East,36.36,4,35,Credit Card,4.3,145.44
ORD1602,2025-06-27,Mechanical Keyboard,Accessories,North,70.73,4,33,Unknown,4.6,282.92
ORD1754,2025-07-12,Noise Cancelling Headphones,Audio,South,87.34,7,27,Cash,3.9,611.38
ORD1653,2025-02-20,Usb-C Hub,Accessories,North,20.26,6,47,Cash,5.0,121.56
ORD1278,2025-01-03,Webcam Hd,Electronics,East,38.08,5,34,Unknown,5.0,190.4
ORD1839,2025-06-15,Usb-C Hub,Accessories,East,20.24,4,33,Unknown,2.8,80.96
ORD1694,2025-03-29,Wireless Mouse,Accessories,North,19.18,6,29,Upi,4.1,115.08
ORD1002,2025-02-09,Laptop Stand,Office,South,22.86,4,24,Credit Card,3.7,91.44
ORD1229,2025-08-09,Webcam Hd,Electronics,East,35.33,4,36,Upi,3.7,141.32
ORD1503,2025-04-30,Mechanical Keyboard,Accessories,West,71.29,4,33,Unknown,5.0,285.16
ORD1990,2025-02-05,Wireless Mouse,Accessories,North,11.79,3,34,Credit Card,4.6,35.37
ORD1868,2025-07-04,Phone Case,Accessories,East,11.54,6,39,Credit Card,5.0,69.24
ORD1914,2025-03-13,Usb-C Hub,Accessories,West,20.575,4,44,Debit Card,3.5,82.3
ORD1618,2025-06-27,Bluetooth Speaker,Audio,East,41.45,2,44,Credit Card,3.1,82.9
ORD1199,2025-02-28,Power Bank,Electronics,North,37.87,5,42,Debit Card,3.6,189.35
ORD1371,2025-01-19,Phone Case,Accessories,West,10.67,2,34,Debit Card,4.7,21.34
ORD1916,2025-01-22,Desk Lamp,Office,South,14.71,3,33,Upi,3.5,44.13
ORD1078,2025-01-24,Laptop Stand,Office,South,22.24,4,39,Cash,2.7,88.96
ORD1437,2025-03-30,Laptop Stand,Office,West,26.84,4,21,Unknown,5.0,107.36
ORD1655,2025-03-10,Usb-C Hub,Accessories,East,21.52,2,26,Cash,5.0,43.04
ORD1065,2025-06-13,Power Bank,Electronics,North,38.24,3,33,Credit Card,3.8,114.72
ORD1307,2025-01-21,Wireless Mouse,Accessories,East,18.14,2,17,Cash,3.4,36.28
ORD1040,2025-03-24,Desk Lamp,Office,West,23.79,6,40,Credit Card,3.4,142.74
ORD1590,2025-02-11,Webcam Hd,Electronics,North,34.44,7,43,Cash,4.4,241.08
ORD1794,2025-08-21,Desk Lamp,Office,East,18.67,2,50,Credit Card,3.9,37.34
ORD1696,2025-01-08,Power Bank,Electronics,South,28.22,5,22,Credit Card,2.4,141.1
ORD1504,2025-01-03,Webcam Hd,Electronics,North,24.76,3,35,Unknown,4.1,74.28
ORD1541,2025-05-02,Laptop Stand,Office,West,21.45,3,24,Cash,4.4,64.35
ORD1049,2025-07-24,Desk Lamp,Office,West,16.32,2,28,Upi,4.9,32.64
ORD1603,2025-02-11,Phone Case,Accessories,South,8.72,7,38,Credit Card,4.9,61.04
ORD1273,2025-01-12,Bluetooth Speaker,Audio,North,43.01,5,34,Cash,5.0,215.05
ORD1744,2025-08-02,Laptop Stand,Office,South,25.81,5,30,Debit Card,5.0,129.05
ORD1701,2025-06-12,Power Bank,Electronics,North,21.02,4,34,Debit Card,3.6,84.08
ORD1686,2025-08-21,Phone Case,Accessories,West,8.01,5,33,Debit Card,4.4,40.05
ORD1864,2025-07-10,Laptop Stand,Office,North,22.13,3,45,Credit Card,5.0,66.39
ORD1177,2025-05-24,Wireless Mouse,Accessories,East,16.07,2,34,Upi,2.9,32.14
ORD1300,2025-02-12,Bluetooth Speaker,Audio,South,53.28,3,45,Cash,4.1,159.84
ORD1037,2025-08-29,Desk Lamp,Office,South,17.97,1,57,Cash,4.0,17.97
ORD1353,2025-03-26,Bluetooth Speaker,Audio,West,39.62,4,39,Credit Card,4.1,158.48
ORD1202,2025-06-22,Noise Cancelling Headphones,Audio,East,103.01,4,56,COD,3.4,412.04
ORD1236,2025-04-29,Noise Cancelling Headphones,Audio,East,71.9,7,43,Upi,4.5,503.3
ORD1149,2025-02-17,Phone Case,Accessories,North,10.61,2,30,Unknown,4.3,21.22
ORD1724,2025-04-12,Power Bank,Electronics,North,28.55,6,35,Cash,5.0,171.3
ORD1447,2025-01-03,Noise Cancelling Headphones,Audio,West,114.57,4,39,COD,5.0,458.28
ORD1217,2025-07-14,Bluetooth Speaker,Audio,East,43.74,1,39,Credit Card,4.1,43.74
ORD1722,2025-01-11,Desk Lamp,Office,North,18.54,3,40,COD,4.0,55.62
ORD1473,2025-02-07,Wireless Mouse,Accessories,North,10.21,5,34,Upi,3.6,51.05
ORD1587,2025-03-19,Power Bank,Electronics,North,27.13,3,18,Debit Card,5.0,81.39
ORD1652,2025-02-16,Mechanical Keyboard,Accessories,West,82.36,3,46,Credit Card,4.4,247.08
ORD1732,2025-07-06,Noise Cancelling Headphones,Audio,North,91.45,2,37,COD,4.4,182.9
ORD1302,2025-07-21,Power Bank,Electronics,West,29.13,4,31,Debit Card,4.2,116.52
ORD1913,2025-08-25,Bluetooth Speaker,Audio,East,53.96,4,33,Upi,4.1,215.84
ORD1977,2025-01-26,Desk Lamp,Office,North,18.07,2,26,Debit Card,4.8,36.14
ORD1716,2025-04-22,Phone Case,Accessories,South,7.39,4,34,Cash,2.0,29.56
ORD1985,2025-08-14,Usb-C Hub,Accessories,West,23.43,4,31,Credit Card,4.9,93.72
ORD1388,2025-01-20,Usb-C Hub,Accessories,North,24.16,4,45,Unknown,3.8,96.64
ORD1478,2025-03-20,Wireless Mouse,Accessories,East,13.38,2,41,Credit Card,4.2,26.76
ORD1491,2025-08-17,Bluetooth Speaker,Audio,East,48.93,7,29,Upi,5.0,342.51
ORD1422,2025-05-13,Laptop Stand,Office,North,24.66,2,44,COD,3.9,49.32
ORD1387,2025-03-20,Phone Case,Accessories,South,9.01,2,39,Unknown,4.0,18.02
ORD1859,2025-04-22,Desk Lamp,Office,South,19.37,3,56,Unknown,4.5,58.11
ORD1390,2025-01-24,Mechanical Keyboard,Accessories,West,73.62,4,27,Unknown,3.4,294.48
ORD1534,2025-06-21,Usb-C Hub,Accessories,North,23.56,2,48,Credit Card,4.2,47.12
ORD1352,2025-08-17,Desk Lamp,Office,East,17.4,3,48,Credit Card,3.4,52.2
ORD1193,2025-02-21,Wireless Mouse,Accessories,South,15.88,4,33,Unknown,3.2,63.52
ORD1235,2025-07-23,Desk Lamp,Office,North,12.69,5,34,Debit Card,4.0,63.45
ORD1769,2025-04-21,Usb-C Hub,Accessories,East,16.26,1,43,Credit Card,4.6,16.26
ORD1889,2025-07-06,Bluetooth Speaker,Audio,East,35.03,4,34,Debit Card,3.4,140.12
ORD1480,2025-06-18,Usb-C Hub,Accessories,West,17.11,2,24,Cash,5.0,34.22
ORD1055,2025-01-20,Desk Lamp,Office,West,16.17,4,38,Credit Card,3.6,64.68
ORD1116,2025-02-10,Usb-C Hub,Accessories,South,20.98,5,21,Credit Card,5.0,104.9
ORD1096,2025-02-27,Phone Case,Accessories,East,8.69,6,29,Unknown,3.1,52.14
ORD1141,2025-06-30,Phone Case,Accessories,South,7.73,3,30,Credit Card,4.6,23.19
ORD1957,2025-05-05,Usb-C Hub,Accessories,South,21.8,2,52,Unknown,3.2,43.6
ORD1917,2025-08-01,Usb-C Hub,Accessories,East,20.58,4,50,Upi,4.5,82.32
ORD1635,2025-07-27,Phone Case,Accessories,East,7.92,2,28,Credit Card,3.9,15.84
ORD1597,2025-08-02,Desk Lamp,Office,West,17.51,3,43,Upi,3.6,52.53
ORD1673,2025-08-27,Usb-C Hub,Accessories,South,18.48,4,31,Upi,4.8,73.92
ORD1120,2025-01-11,Webcam Hd,Electronics,South,26.44,5,39,Unknown,4.3,132.2
ORD1810,2025-01-01,Phone Case,Accessories,South,9.25,1,23,Credit Card,5.0,9.25
ORD1929,2025-05-13,Laptop Stand,Office,South,30.88,4,32,Debit Card,5.0,123.52
ORD1062,2025-04-19,Webcam Hd,Electronics,South,42.62,5,43,COD,4.0,213.1
ORD1808,2025-08-29,Webcam Hd,Electronics,North,35.08,8,36,Upi,5.0,280.64
ORD1818,2025-02-18,Wireless Mouse,Accessories,South,18.1,4,35,Unknown,4.4,72.4
ORD1453,2025-06-24,Power Bank,Electronics,North,31.39,3,32,Upi,2.7,94.17
ORD1779,2025-01-14,Bluetooth Speaker,Audio,East,58.69,2,34,Unknown,3.8,117.38
ORD1414,2025-01-28,Noise Cancelling Headphones,Audio,South,91.96,2,34,Credit Card,3.5,183.92
ORD1003,2025-05-18,Mechanical Keyboard,Accessories,South,53.32,4,59,Credit Card,4.5,213.28
ORD1058,2025-05-04,Noise Cancelling Headphones,Audio,North,81.03,3,47,Upi,4.9,243.09
ORD1223,2025-04-21,Usb-C Hub,Accessories,East,19.33,6,28,Credit Card,1.8,115.98
ORD1221,2025-02-05,Power Bank,Electronics,South,26.82,3,35,Credit Card,4.1,80.46
ORD1465,2025-05-28,Phone Case,Accessories,North,8.93,3,22,Credit Card,4.3,26.79
ORD1052,2025-01-05,Desk Lamp,Office,South,16.9,6,36,Debit Card,3.9,101.4
ORD1485,2025-05-03,Wireless Mouse,Accessories,West,18.93,7,28,COD,3.7,132.51
ORD1708,2025-06-04,Power Bank,Electronics,South,24.88,7,25,Credit Card,4.2,174.16
ORD1155,2025-05-06,Noise Cancelling Headphones,Audio,South,93.29,3,34,Cash,3.9,279.87
ORD1706,2025-03-09,Power Bank,Electronics,West,33.66,2,55,COD,3.4,67.32
ORD1682,2025-05-30,Phone Case,Accessories,East,8.85,4,33,Credit Card,4.3,35.4
ORD1248,2025-02-25,Wireless Mouse,Accessories,West,12.7,4,52,Upi,3.8,50.8
ORD1441,2025-02-17,Laptop Stand,Office,East,27.36,1,37,COD,5.0,27.36
ORD1903,2025-02-03,Webcam Hd,Electronics,East,28.65,4,46,COD,2.1,114.6
ORD1117,2025-05-05,Bluetooth Speaker,Audio,West,33.17,4,16,Unknown,3.6,132.68
ORD1568,2025-08-18,Wireless Mouse,Accessories,South,15.28,5,26,Cash,4.3,76.4
ORD1924,2025-06-18,Power Bank,Electronics,North,30.43,4,23,COD,3.3,121.72
ORD1291,2025-01-07,Power Bank,Electronics,North,24.06,2,29,Credit Card,3.5,48.12
ORD1381,2025-03-18,Power Bank,Electronics,South,27.59,3,18,Credit Card,3.8,82.77
ORD1951,2025-02-27,Webcam Hd,Electronics,South,28.31,6,34,Upi,2.6,169.86
ORD1200,2025-08-16,Desk Lamp,Office,South,22.91,3,25,Credit Card,4.0,68.73
ORD1761,2025-07-13,Desk Lamp,Office,East,17.84,6,51,Unknown,3.7,107.04
ORD1962,2025-01-28,Power Bank,Electronics,South,25.99,5,40,Debit Card,3.8,129.95
ORD1505,2025-04-12,Wireless Mouse,Accessories,North,13.44,7,50,Unknown,5.0,94.08
ORD1814,2025-01-08,Bluetooth Speaker,Audio,East,40.01,6,20,Unknown,4.4,240.06
ORD1614,2025-04-23,Phone Case,Accessories,South,12.18,2,42,Cash,4.0,24.36
ORD1340,2025-06-02,Mechanical Keyboard,Accessories,North,74.12,2,20,Credit Card,4.6,148.24
ORD1154,2025-07-08,Mechanical Keyboard,Accessories,South,58.0,5,22,Upi,4.1,290.0
ORD1915,2025-07-26,Noise Cancelling Headphones,Audio,West,100.08,7,29,Debit Card,4.1,700.56
ORD1594,2025-08-06,Mechanical Keyboard,Accessories,South,64.78,3,50,Credit Card,5.0,194.34
ORD1776,2025-05-05,Laptop Stand,Office,West,24.67,3,49,COD,4.4,74.01
ORD1837,2025-04-02,Laptop Stand,Office,East,23.7,4,26,Credit Card,4.2,94.8
ORD1322,2025-08-11,Phone Case,Accessories,South,11.75,3,31,Debit Card,4.6,35.25
ORD1642,2025-04-10,Webcam Hd,Electronics,East,43.48,3,30,Debit Card,4.4,130.44
ORD1623,2025-05-20,Power Bank,Electronics,East,35.86,3,31,Credit Card,4.3,107.58
ORD1082,2025-04-09,Usb-C Hub,Accessories,North,17.68,6,30,Upi,5.0,106.08
ORD1620,2025-05-05,Phone Case,Accessories,West,9.01,5,17,Credit Card,4.0,45.05
ORD1464,2025-03-18,Noise Cancelling Headphones,Audio,West,61.69,4,42,COD,4.1,246.76
ORD1760,2025-02-05,Mechanical Keyboard,Accessories,North,69.86,5,38,Credit Card,2.8,349.3
ORD1333,2025-08-11,Desk Lamp,Office,West,14.52,2,22,Upi,4.8,29.04
ORD1010,2025-01-03,Power Bank,Electronics,North,26.22,4,30,Unknown,3.1,104.88
ORD1470,2025-07-08,Noise Cancelling Headphones,Audio,North,101.19,1,33,Unknown,3.3,101.19
ORD1032,2025-06-08,Power Bank,Electronics,West,28.99,1,41,Unknown,4.0,28.99
ORD1933,2025-04-08,Power Bank,Electronics,West,14.08,4,32,COD,4.6,56.32
ORD1382,2025-05-21,Wireless Mouse,Accessories,South,17.0,3,39,Debit Card,5.0,51.0
ORD1725,2025-07-01,Webcam Hd,Electronics,South,37.78,5,20,Upi,4.3,188.9
ORD1630,2025-01-26,Webcam Hd,Electronics,West,33.94,4,28,Credit Card,5.0,135.76
ORD1958,2025-08-23,Power Bank,Electronics,West,22.06,2,36,Unknown,4.4,44.12
ORD1967,2025-03-05,Phone Case,Accessories,North,8.75,5,34,Credit Card,3.8,43.75
ORD1378,2025-08-22,Power Bank,Electronics,East,34.73,3,24,Cash,2.0,104.19
ORD1089,2025-03-07,Usb-C Hub,Accessories,West,22.39,3,27,Upi,4.1,67.17
ORD1213,2025-08-04,Wireless Mouse,Accessories,East,20.61,7,29,Credit Card,5.0,144.27
ORD1986,2025-05-04,Wireless Mouse,Accessories,North,14.28,6,18,Unknown,4.5,85.68
ORD1133,2025-07-16,Mechanical Keyboard,Accessories,East,62.55,3,34,Debit Card,4.2,187.65
ORD1346,2025-04-20,Mechanical Keyboard,Accessories,North,51.89,4,40,Credit Card,4.1,207.56
ORD1669,2025-06-04,Wireless Mouse,Accessories,East,13.58,5,32,Debit Card,5.0,67.9
ORD1007,2025-08-22,Webcam Hd,Electronics,South,35.9,2,32,Debit Card,3.8,71.8
ORD1657,2025-01-03,Noise Cancelling Headphones,Audio,East,85.68,2,50,COD,4.4,171.36
ORD1320,2025-05-15,Power Bank,Electronics,West,29.13,4,34,Unknown,3.6,116.52
ORD1831,2025-03-25,Desk Lamp,Office,East,20.0,4,43,Cash,3.7,80.0
ORD1187,2025-03-07,Webcam Hd,Electronics,South,33.68,6,34,Unknown,4.6,202.08
ORD1552,2025-05-06,Wireless Mouse,Accessories,South,18.56,3,22,Credit Card,4.5,55.68
ORD1304,2025-05-04,Webcam Hd,Electronics,East,40.25,7,27,Credit Card,2.4,281.75
ORD1031,2025-07-23,Wireless Mouse,Accessories,South,17.2,1,34,Debit Card,4.5,17.2
ORD1651,2025-07-22,Laptop Stand,Office,East,17.96,8,30,Upi,3.5,143.68
ORD1240,2025-08-15,Desk Lamp,Office,East,16.43,4,39,Credit Card,5.0,65.72
ORD1879,2025-02-15,Mechanical Keyboard,Accessories,West,68.23,3,30,Credit Card,5.0,204.69
