OrderID,Order Date,Product,Category,Region,Price,Quantity,CustomerAge,PaymentMethod,Rating
ORD1935,2025-05-29,Laptop Stand,Office,South,19.4,4.0,34.0,Credit Card,2.5
ORD1920,15/04/2025,Webcam HD,Electronics,West ,40.91,2.0,16.0,,4.5
ORD1723,2025-06-24,Phone Case,Accessories,West,10.35,6.0,26.0,credit card,3.8
ORD1563,2025-07-26,Noise Cancelling Headphones,Audio,East,106.31,7.0,39.0,Debit Card,4.0
ORD1508,04/08/2025,Webcam HD,Electronics,East,30.59,1.0,31.0,credit card,5.0
ORD1910,2025-06-09,Laptop Stand,Office,EAST,26.73,2.0,47.0,credit card,4.1
ORD1271,2025-03-10,Webcam HD,Electronics,North,42.41,6.0,32.0,UPI,5.0
ORD1347,2025-03-10,Webcam HD,Electronics,south,29.74,3.0,18.0,Debit Card,3.1
ORD1756,2025-04-07,Desk Lamp,Office,south,19.85,3.0,25.0,UPI,3.9
ORD1277,2025-07-07,Phone Case,Accessories,West,8.81,3.0,36.0,Debit Card,
ORD1894,2025-04-19,Laptop Stand,Office,South,,2.0,41.0,Cash,4.5
ORD1907,2025-05-21,Wireless Mouse,Accessories,South,14.06,5.0,26.0,Cash,3.5
ORD1431,2025-08-29,Mechanical Keyboard,Accessories,West ,58.04,3.0,26.0,Cash,3.5
ORD1691,2025-04-23,Bluetooth Speaker,Audio,South,49.08,4.0,26.0,Credit Card,4.2
ORD1975,13/01/2025,Desk Lamp,Office, North,11.75,6.0,20.0,,4.8
ORD1147,22/07/2025,Phone Case,Accessories, North,7.77,6.0,,credit card,3.7
ORD1299,26/05/2025,Noise Cancelling Headphones,Audio,West,83.37,2.0,39.0,COD,3.9
ORD1556,2025-05-19,USB-C Hub,Accessories,West ,15.27,2.0,25.0,Credit Card,
ORD1445,2025-08-28,Phone Case,Accessories,North,11.76,4.0,45.0,COD,5.0
ORD1877,2025-02-26,Noise Cancelling Headphones,Audio,EAST,87.52,4.0,31.0,Debit Card,3.8
ORD1457,2025-08-02,Mechanical Keyboard,Accessories,South,54.98,3.0,16.0,Credit Card,4.0
ORD1051,13/01/2025,Desk Lamp,Office,West ,19.65,5.0,49.0,UPI,3.7
ORD1878,2025-02-16,Laptop Stand,Office,East,28.42,6.0,27.0,Debit Card,4.4
ORD1518,2025-07-15,Power Bank,Electronics,West ,37.64,2.0,25.0,Credit Card,5.0
ORD1022,2025-01-15,Phone Case,Accessories,south,8.51,1.0,28.0,Credit Card,
ORD1318,2025-03-18,Bluetooth Speaker,Audio,south,34.71,6.0,36.0,UPI,3.8
ORD1674,2025-08-20,Mechanical Keyboard,Accessories,EAST,58.38,7.0,35.0,UPI,5.0
ORD1432,2025-06-29,USB-C Hub,Accessories,EAST,22.55,3.0,32.0,Credit Card,3.3
ORD1209,2025-05-08,Mechanical Keyboard,Accessories,West ,57.24,5.0,23.0,,3.8
ORD1619,2025-07-05,Desk Lamp,Office, North,15.87,2.0,36.0,,2.9
ORD1142,15/03/2025,Noise Cancelling Headphones,Audio,West,97.34,2.0,44.0,Cash,2.5
ORD1050,24/08/2025,Desk Lamp,Office,North,18.96,6.0,27.0,Cash,4.8
ORD1166,26/04/2025,Webcam HD,Electronics, North,36.45,2.0,26.0,Cash,5.0
ORD1666,2025-04-17,Wireless Mouse,Accessories,West ,12.88,1.0,34.0,COD,4.0
ORD1318,2025-03-18,Bluetooth Speaker,Audio,south,34.71,6.0,36.0,UPI,3.8
ORD1081,2025-02-08,Noise Cancelling Headphones,Audio,south,92.75,3.0,23.0,credit card,3.5
ORD1848,2025-08-16,Phone Case,Accessories,North,,3.0,25.0,credit card,4.3
ORD1321,2025-03-12,Wireless Mouse,Accessories,EAST,18.09,7.0,38.0,COD,5.0
ORD1932,24/03/2025,Mechanical Keyboard,Accessories,EAST,,6.0,41.0,Credit Card,5.0
ORD1964,2025-02-22,Mechanical Keyboard,Accessories, North,53.25,3.0,24.0,COD,
ORD1886,2025-02-15,Bluetooth Speaker,Audio,East,49.63,2.0,32.0,COD,3.7
ORD1066,2025-01-30,Wireless Mouse,Accessories,South,15.66,7.0,23.0,credit card,4.1
ORD1334,2025-02-16,PHONE CASE,Accessories,East,11.27,4.0,39.0,UPI,3.4
ORD1006,2025-06-13,Phone Case,Accessories,south,11.23,4.0,21.0,,4.8
ORD1142,15/03/2025,Noise Cancelling Headphones,Audio,West,97.34,2.0,44.0,Cash,2.5
ORD1289,2025-05-08,Noise Cancelling Headphones,Audio,North,93.11,6.0,24.0,Credit Card,4.1
ORD1339,03/02/2025,Desk Lamp,Office,East,,5.0,,Credit Card,5.0
ORD1829,2025-06-16,Bluetooth Speaker,Audio,West ,51.5,3.0,42.0,UPI,
ORD1283,2025-03-19,Bluetooth Speaker,Audio,North,57.41,2.0,33.0,Debit Card,3.8
ORD1500,17/01/2025,Bluetooth Speaker,Audio, North,47.14,1.0,30.0,UPI,3.0
ORD1664,2025-08-26,Phone Case,Accessories,West ,8.79,3.0,43.0,Cash,4.9
ORD1064,17/03/2025,Mechanical Keyboard,Accessories,North,53.17,8.0,35.0,COD,2.9
ORD1693,2025-02-09,Power Bank,Electronics,East,27.58,6.0,34.0,Credit Card,4.6
ORD1264,2025-02-18,Mechanical Keyboard,Accessories,North,53.62,4.0,28.0,,3.8
ORD1449,2025-05-23,Bluetooth Speaker,Audio,West ,48.64,5.0,33.0,COD,3.7
ORD1580,30/06/2025,Webcam HD,Electronics,West,41.32,5.0,27.0,Debit Card,4.7
ORD1783,2025-01-18,Mechanical Keyboard,Accessories,West ,60.24,7.0,23.0,Credit Card,1.2
ORD1020,2025-05-19,Power Bank,Electronics,West,29.13,4.0,37.0,Debit Card,5.0
ORD1442,2025-03-21,Wireless Mouse,Accessories,south,19.53,8.0,44.0,Cash,4.5
ORD1821,2025-05-03,Mechanical Keyboard,Accessories, North,65.1,2.0,41.0,COD,5.0
ORD1746,2025-08-13,Desk Lamp,Office,West,18.63,4.0,,Credit Card,5.0
ORD1296,2025-06-30,Webcam HD,Electronics,south,25.53,8.0,18.0,Credit Card,3.7
ORD1499,2025-04-27,Noise Cancelling Headphones,Audio,North,79.42,4.0,21.0,Credit Card,3.7
ORD1572,2025-06-06,Laptop Stand,Office,West,23.87,2.0,16.0,Credit Card,3.2
ORD1261,2025-01-18,Laptop Stand,Office,East,31.79,2.0,,Cash,4.0
ORD1804,2025-04-26,Phone Case,Accessories,West,8.77,2.0,21.0,Credit Card,3.1
ORD1865,21/06/2025,Webcam HD,Electronics,East,32.12,2.0,20.0,UPI,4.8
ORD1718,2025-01-26,Wireless Mouse,Accessories,south,16.3,4.0,32.0,UPI,3.3
ORD1557,2025-06-17,Wireless Mouse,Accessories,East,,4.0,56.0,COD,3.7
ORD1611,2025-08-24,WIRELESS MOUSE,Accessories,West,14.73,2.0,30.0,Debit Card,2.9
ORD1621,01/08/2025,Laptop Stand,Office,East,23.77,3.0,30.0,Cash,4.4
ORD1528,2025-06-29,Mechanical Keyboard,Accessories,EAST,67.01,3.0,33.0,Cash,3.9
ORD1881,10/03/2025,Wireless Mouse,Accessories,North,17.01,4.0,33.0,,4.2
ORD1188,2025-07-31,Noise Cancelling Headphones,Audio,EAST,99.74,3.0,40.0,COD,3.9
ORD1251,2025-05-12,Mechanical Keyboard,Accessories,South,72.51,3.0,33.0,Debit Card,5.0
ORD1071,2025-02-12,Mechanical Keyboard,Accessories, North,44.17,5.0,29.0,Cash,5.0
ORD1101,2025-03-02,Webcam HD,Electronics,south,42.85,4.0,58.0,credit card,4.2
ORD1788,2025-08-13,Noise Cancelling Headphones,Audio,North,111.36,3.0,31.0,credit card,5.0
ORD1945,2025-03-23,Laptop Stand,Office,West,26.05,5.0,33.0,Cash,3.2
ORD1397,01/06/2025,Wireless Mouse,Accessories,North,14.61,4.0,29.0,credit card,2.7
ORD1887,27/01/2025,Noise Cancelling Headphones,Audio,south,76.09,5.0,20.0,UPI,2.1
ORD1565,2025-05-16,Power Bank,Electronics,West,27.24,5.0,21.0,Cash,3.9
ORD1667,2025-01-28,Bluetooth Speaker,Audio,South,47.65,2.0,38.0,Cash,4.3
ORD1995,2025-04-18,Laptop Stand,Office, North,19.34,6.0,20.0,Credit Card,
ORD1771,2025-03-15,Phone Case,Accessories,south,11.44,6.0,33.0,COD,5.0
ORD1330,2025-05-10,Phone Case,Accessories,East,7.59,4.0,26.0,UPI,4.8
ORD1452,07/07/2025,Wireless Mouse,Accessories,south,14.92,3.0,,,4.4
ORD1598,07/04/2025,Bluetooth Speaker,Audio, North,42.45,7.0,41.0,Cash,4.1
ORD1734,2025-01-12,Phone Case,Accessories, North,11.35,3.0,20.0,Cash,3.0
ORD1365,21/02/2025,Desk Lamp,Office, North,16.69,3.0,41.0,COD,3.9
ORD1281,2025-08-01,Webcam HD,Electronics, North,34.52,5.0,35.0,Debit Card,
ORD1866,16/06/2025,Noise Cancelling Headphones,Audio,South,107.43,4.0,59.0,Credit Card,2.8
ORD1781,12/05/2025,Laptop Stand,Office,West,27.71,5.0,36.0,credit card,5.0
ORD1813,2025-08-18,Power Bank,Electronics,West,35.78,3.0,51.0,Debit Card,5.0
ORD1853,01/04/2025,Wireless Mouse,Accessories,East,13.6,3.0,39.0,Cash,3.6
ORD1463,2025-05-27,Mechanical Keyboard,Accessories,North,57.3,5.0,21.0,Cash,4.7
ORD1799,2025-06-28,Webcam HD,Electronics,West ,35.79,5.0,27.0,COD,3.2
ORD1207,2025-08-21,Power Bank,Electronics,North,38.76,3.0,39.0,Debit Card,4.2
ORD1513,2025-01-27,Bluetooth Speaker,Audio, North,55.09,5.0,31.0,Credit Card,4.8
ORD1218,2025-07-20,Bluetooth Speaker,Audio,South,32.83,3.0,27.0,credit card,3.0
ORD1239,2025-03-26,USB-C Hub,Accessories,West,21.87,5.0,31.0,,3.3
ORD1963,2025-02-27,USB-C Hub,Accessories,EAST,18.11,5.0,32.0,Cash,4.3
ORD1355,2025-07-22,Wireless Mouse,Accessories, North,12.76,500.0,49.0,credit card,3.2
ORD1564,2025-01-10,USB-C Hub,Accessories,South,26.82,4.0,42.0,COD,4.2
ORD1192,2025-06-02,USB-C Hub,Accessories,West ,16.53,6.0,18.0,credit card,3.9
ORD1280,2025-06-13,Bluetooth Speaker,Audio,North,52.47,4.0,32.0,Cash,3.6
ORD1191,03/05/2025,Noise Cancelling Headphones,Audio,south,103.63,5.0,29.0,Cash,4.1
ORD1407,2025-04-12,Mechanical Keyboard,Accessories,South,72.99,3.0,39.0,COD,3.2
ORD1430,21/01/2025,Noise Cancelling Headphones,Audio,south,92.66,6.0,37.0,COD,5.0
ORD1685,2025-06-09,Desk Lamp,Office,EAST,16.08,3.0,38.0,Credit Card,3.9
ORD1132,2025-07-09,Laptop Stand,Office,South,,4.0,35.0,COD,4.9
ORD1707,2025-07-02,Laptop Stand,Office,South,22.45,4.0,36.0,COD,4.0
ORD1523,2025-07-09,USB-C Hub,Accessories,West ,17.65,7.0,24.0,Credit Card,3.5
ORD1252,10/08/2025,Mechanical Keyboard,Accessories,south,74.95,4.0,29.0,,4.8
ORD1720,2025-03-01,Bluetooth Speaker,Audio,South,48.29,5.0,,Debit Card,3.6
ORD1551,13/06/2025,Phone Case,Accessories,EAST,-8.97,2.0,,UPI,5.0
ORD1263,2025-03-05,LAPTOP STAND,Office, North,25.21,2.0,27.0,,4.6
ORD1070,2025-03-09,Phone Case,Accessories,West,8.55,2.0,40.0,Cash,5.0
ORD1272,2025-05-11,Noise Cancelling Headphones,Audio,East,106.03,4.0,59.0,UPI,4.4
ORD1112,2025-07-12,Desk Lamp,Office,North,20.53,1.0,46.0,UPI,3.5
ORD1327,2025-03-12,Bluetooth Speaker,Audio, North,52.22,2.0,32.0,COD,3.4
ORD1115,2025-02-06,Webcam HD,Electronics,East,30.06,5.0,39.0,COD,3.8
ORD1323,2025-02-11,Bluetooth Speaker,Audio,West,25.15,3.0,53.0,,3.9
ORD1119,2025-05-08,Mechanical Keyboard,Accessories,EAST,44.61,3.0,21.0,credit card,4.2
ORD1867,29/07/2025,Noise Cancelling Headphones,Audio,South,72.95,2.0,27.0,Credit Card,4.7
ORD1423,09/03/2025,Noise Cancelling Headphones,Audio,south,102.7,3.0,27.0,UPI,4.3
ORD1905,17/06/2025,USB-C Hub,Accessories,south,15.85,6.0,31.0,Cash,4.0
ORD1834,2025-01-22,Power Bank,Electronics,south,25.53,3.0,35.0,credit card,4.2
ORD1947,2025-01-13,Webcam HD,Electronics, North,32.31,2.0,43.0,Cash,3.5
ORD1515,2025-05-19,Noise Cancelling Headphones,Audio,East,77.9,3.0,40.0,COD,3.4
ORD1530,2025-08-15,Bluetooth Speaker,Audio,East,36.36,4.0,35.0,Credit Card,4.3
ORD1602,2025-06-27,Mechanical Keyboard,Accessories,North,70.73,4.0,33.0,,4.6
ORD1754,2025-07-12,Noise Cancelling Headphones,Audio,south,87.34,7.0,27.0,Cash,3.9
ORD1653,20/02/2025,USB-C Hub,Accessories,North,20.26,6.0,47.0,Cash,5.0
ORD1278,2025-01-03,Webcam HD,Electronics,EAST,38.08,5.0,,,5.0
ORD1839,2025-06-15,USB-C Hub,Accessories,EAST,20.24,4.0,33.0,,2.8
ORD1694,29/03/2025,Wireless Mouse,Accessories, North,19.18,6.0,29.0,UPI,4.1
ORD1002,09/02/2025,Laptop Stand,Office,South,22.86,4.0,24.0,Credit Card,3.7
ORD1229,2025-08-09,Webcam HD,Electronics,East,35.33,4.0,36.0,UPI,3.7
ORD1503,2025-04-30,Mechanical Keyboard,Accessories,West,71.29,500.0,33.0,,5.0
ORD1990,2025-02-05,Wireless Mouse,Accessories, North,11.79,3.0,34.0,Credit Card,4.6
ORD1868,04/07/2025,Phone Case,Accessories,EAST,11.54,6.0,39.0,credit card,5.0
ORD1914,2025-03-13,USB-C Hub,Accessories,West ,,4.0,44.0,Debit Card,3.5
ORD1618,2025-06-27,Bluetooth Speaker,Audio,East,41.45,2.0,44.0,Credit Card,3.1
ORD1199,28/02/2025,Power Bank,Electronics, North,37.87,5.0,42.0,Debit Card,3.6
ORD1371,2025-01-19,Phone Case,Accessories,West,10.67,2.0,34.0,Debit Card,4.7
ORD1916,22/01/2025,Desk Lamp,Office,South,14.71,3.0,33.0,UPI,3.5
ORD1078,24/01/2025,Laptop Stand,Office,South,22.24,-5.0,39.0,Cash,2.7
ORD1437,30/03/2025,LAPTOP STAND,Office,West ,26.84,500.0,21.0,,5.0
ORD1655,10/03/2025,USB-C Hub,Accessories,East,21.52,2.0,26.0,Cash,5.0
ORD1065,2025-06-13,Power Bank,Electronics,North,38.24,3.0,33.0,credit card,3.8
ORD1307,2025-01-21,Wireless Mouse,Accessories,EAST,18.14,2.0,17.0,Cash,3.4
ORD1040,2025-03-24,Desk Lamp,Office,West,23.79,6.0,40.0,credit card,3.4
ORD1590,2025-02-11,Webcam HD,Electronics,North,34.44,7.0,43.0,Cash,4.4
ORD1794,2025-08-21,Desk Lamp,Office,East,18.67,2.0,50.0,credit card,3.9
ORD1696,2025-01-08,Power Bank,Electronics,South,28.22,5.0,22.0,Credit Card,2.4
ORD1504,2025-01-03,Webcam HD,Electronics, North,24.76,3.0,35.0,,
ORD1541,2025-05-02,Laptop Stand,Office,West,21.45,3.0,24.0,Cash,4.4
ORD1049,2025-07-24,DESK LAMP,Office,West,16.32,2.0,28.0,UPI,4.9
ORD1603,11/02/2025,Phone Case,Accessories,south,8.72,7.0,38.0,Credit Card,4.9
ORD1273,2025-01-12,Bluetooth Speaker,Audio,North,43.01,5.0,,Cash,5.0
ORD1744,2025-08-02,Laptop Stand,Office,south,25.81,5.0,30.0,Debit Card,5.0
ORD1701,12/06/2025,Power Bank,Electronics, North,21.02,4.0,,Debit Card,3.6
ORD1686,2025-08-21,Phone Case,Accessories,West ,8.01,5.0,33.0,Debit Card,4.4
ORD1864,2025-07-10,Laptop Stand,Office, North,22.13,3.0,45.0,credit card,5.0
ORD1177,2025-05-24,Wireless Mouse,Accessories,EAST,16.07,2.0,34.0,UPI,2.9
ORD1300,2025-02-12,Bluetooth Speaker,Audio,south,53.28,3.0,45.0,Cash,
ORD1037,2025-08-29,Desk Lamp,Office,south,0.0,1.0,57.0,Cash,
ORD1353,2025-03-26,Bluetooth Speaker,Audio,West,39.62,4.0,39.0,credit card,4.1
ORD1202,2025-06-22,Noise Cancelling Headphones,Audio,East,103.01,4.0,56.0,COD,3.4
ORD1236,2025-04-29,Noise Cancelling Headphones,Audio,East,71.9,7.0,43.0,UPI,4.5
ORD1149,2025-02-17,Phone Case,Accessories, North,10.61,2.0,30.0,,4.3
ORD1724,2025-04-12,Power Bank,Electronics, North,28.55,6.0,35.0,Cash,5.0
ORD1447,2025-01-03,Noise Cancelling Headphones,Audio,West ,114.57,4.0,39.0,COD,5.0
ORD1217,14/07/2025,Bluetooth Speaker,Audio,EAST,43.74,1.0,39.0,credit card,4.1
ORD1722,11/01/2025,DESK LAMP,Office, North,18.54,3.0,40.0,COD,4.0
ORD1473,2025-02-07,Wireless Mouse,Accessories,North,10.21,5.0,34.0,UPI,3.6
ORD1587,2025-03-19,Power Bank,Electronics, North,27.13,3.0,18.0,Debit Card,5.0
ORD1652,2025-02-16,Mechanical Keyboard,Accessories,West,82.36,3.0,46.0,Credit Card,4.4
ORD1732,2025-07-06,Noise Cancelling Headphones,Audio,North,91.45,2.0,37.0,COD,4.4
ORD1302,2025-07-21,Power Bank,Electronics,West,,4.0,31.0,Debit Card,4.2
ORD1913,2025-08-25,Bluetooth Speaker,Audio,EAST,53.96,4.0,33.0,UPI,
ORD1977,2025-01-26,Desk Lamp,Office, North,18.07,2.0,26.0,Debit Card,4.8
ORD1716,22/04/2025,Phone Case,Accessories,south,7.39,4.0,,Cash,2.0
ORD1985,14/08/2025,USB-C Hub,Accessories,West,23.43,0.0,31.0,Credit Card,4.9
ORD1388,2025-01-20,USB-C Hub,Accessories,North,24.16,4.0,45.0,,3.8
ORD1478,2025-03-20,Wireless Mouse,Accessories,East,13.38,2.0,41.0,Credit Card,4.2
ORD1491,2025-08-17,Bluetooth Speaker,Audio,EAST,48.93,7.0,29.0,UPI,5.0
ORD1422,2025-05-13,Laptop Stand,Office,North,24.66,2.0,44.0,COD,3.9
ORD1387,2025-03-20,Phone Case,Accessories,South,9.01,2.0,39.0,,4.0
ORD1859,2025-04-22,Desk Lamp,Office,South,19.37,3.0,56.0,,4.5
ORD1390,2025-01-24,Mechanical Keyboard,Accessories,West,73.62,4.0,27.0,,3.4
ORD1534,21/06/2025,USB-C Hub,Accessories, North,23.56,2.0,48.0,credit card,
ORD1352,2025-08-17,Desk Lamp,Office,East,17.4,3.0,48.0,credit card,3.4
ORD1193,2025-02-21,Wireless Mouse,Accessories,south,15.88,4.0,33.0,,3.2
ORD1235,2025-07-23,Desk Lamp,Office, North,12.69,5.0,,Debit Card,4.0
ORD1769,2025-04-21,USB-C Hub,Accessories,East,16.26,1.0,43.0,credit card,4.6
ORD1889,06/07/2025,Bluetooth Speaker,Audio,East,35.03,4.0,34.0,Debit Card,3.4
ORD1480,18/06/2025,USB-C Hub,Accessories,West,17.11,2.0,24.0,Cash,5.0
ORD1055,2025-01-20,Desk Lamp,Office,West,16.17,4.0,38.0,Credit Card,3.6
ORD1116,2025-02-10,USB-C Hub,Accessories,South,20.98,5.0,21.0,Credit Card,5.0
ORD1096,2025-02-27,Phone Case,Accessories,EAST,8.69,6.0,29.0,,3.1
ORD1141,2025-06-30,Phone Case,Accessories,South,7.73,3.0,30.0,Credit Card,4.6
ORD1957,05/05/2025,USB-C Hub,Accessories,south,21.8,2.0,52.0,,3.2
ORD1917,01/08/2025,USB-C Hub,Accessories,EAST,20.58,4.0,50.0,UPI,4.5
ORD1635,2025-07-27,Phone Case,Accessories,EAST,7.92,2.0,28.0,credit card,3.9
ORD1597,2025-08-02,Desk Lamp,Office,West,17.51,3.0,43.0,UPI,3.6
ORD1673,2025-08-27,USB-C Hub,Accessories,South,18.48,4.0,31.0,UPI,4.8
ORD1120,2025-01-11,Webcam HD,Electronics,South,26.44,5.0,39.0,,4.3
ORD1810,2025-01-01,Phone Case,Accessories,south,9.25,1.0,23.0,Credit Card,5.0
ORD1472,2025-08-25,Phone Case,Accessories,south,5.88,6.0,29.0,Debit Card,4.2
ORD1929,2025-05-13,Laptop Stand,Office,south,30.88,4.0,32.0,Debit Card,5.0
ORD1062,2025-04-19,Webcam HD,Electronics,south,42.62,5.0,43.0,COD,4.0
ORD1808,2025-08-29,Webcam HD,Electronics,North,,8.0,36.0,UPI,5.0
ORD1818,2025-02-18,Wireless Mouse,Accessories,south,18.1,4.0,35.0,,4.4
ORD1453,2025-06-24,Power Bank,Electronics, North,31.39,3.0,32.0,UPI,2.7
ORD1779,2025-01-14,Bluetooth Speaker,Audio,EAST,58.69,2.0,,,3.8
ORD1414,2025-01-28,Noise Cancelling Headphones,Audio,south,1097.7,2.0,34.0,Credit Card,3.5
ORD1003,18/05/2025,Mechanical Keyboard,Accessories,South,53.32,4.0,59.0,credit card,4.5
ORD1058,2025-05-04,Noise Cancelling Headphones,Audio, North,81.03,3.0,47.0,UPI,4.9
ORD1223,21/04/2025,USB-C Hub,Accessories,EAST,19.33,6.0,28.0,Credit Card,1.8
ORD1221,2025-02-05,Power Bank,Electronics,South,26.82,3.0,35.0,credit card,4.1
ORD1465,2025-05-28,Phone Case,Accessories, North,8.93,3.0,22.0,Credit Card,4.3
ORD1052,2025-01-05,Desk Lamp,Office,south,16.9,6.0,36.0,Debit Card,3.9
ORD1485,03/05/2025,Wireless Mouse,Accessories,West ,18.93,7.0,28.0,COD,3.7
ORD1968,25/01/2025,Power Bank,Electronics,south,35.36,3.0,49.0,Cash,4.1
ORD1708,2025-06-04,Power Bank,Electronics,south,24.88,7.0,25.0,credit card,4.2
ORD1155,06/05/2025,Noise Cancelling Headphones,Audio,South,93.29,3.0,34.0,Cash,3.9
ORD1706,2025-03-09,Power Bank,Electronics,West ,33.66,2.0,55.0,COD,3.4
ORD1682,30/05/2025,Phone Case,Accessories,EAST,8.85,4.0,33.0,Credit Card,4.3
ORD1248,2025-02-25,Wireless Mouse,Accessories,West,12.7,4.0,52.0,UPI,3.8
ORD1441,2025-02-17,LAPTOP STAND,Office,East,27.36,1.0,37.0,COD,5.0
ORD1903,2025-02-03,Webcam HD,Electronics,EAST,28.65,4.0,46.0,COD,2.1
ORD1117,2025-05-05,Bluetooth Speaker,Audio,West,33.17,4.0,16.0,,3.6
ORD1568,18/08/2025,Wireless Mouse,Accessories,south,15.28,5.0,26.0,Cash,4.3
ORD1924,2025-06-18,Power Bank,Electronics, North,30.43,4.0,23.0,COD,3.3
ORD1291,2025-01-07,Power Bank,Electronics, North,24.06,2.0,29.0,Credit Card,3.5
ORD1381,2025-03-18,Power Bank,Electronics,south,27.59,3.0,18.0,Credit Card,3.8
ORD1951,27/02/2025,Webcam HD,Electronics,South,28.31,6.0,,UPI,2.6
ORD1200,16/08/2025,Desk Lamp,Office,South,22.91,3.0,25.0,credit card,
ORD1761,2025-07-13,Desk Lamp,Office,East,17.84,6.0,51.0,,3.7
ORD1962,2025-01-28,Power Bank,Electronics,South,25.99,5.0,40.0,Debit Card,3.8
ORD1505,2025-04-12,Wireless Mouse,Accessories,North,13.44,7.0,50.0,,5.0
ORD1814,08/01/2025,Bluetooth Speaker,Audio,EAST,40.01,6.0,20.0,,4.4
ORD1614,2025-04-23,Phone Case,Accessories,south,12.18,2.0,42.0,Cash,4.0
ORD1340,2025-06-02,Mechanical Keyboard,Accessories,North,74.12,2.0,20.0,Credit Card,4.6
ORD1154,08/07/2025,Mechanical Keyboard,Accessories,South,58.0,5.0,22.0,UPI,4.1
ORD1915,2025-07-26,Noise Cancelling Headphones,Audio,West ,100.08,7.0,29.0,Debit Card,
ORD1594,2025-08-06,Mechanical Keyboard,Accessories,South,64.78,3.0,50.0,credit card,5.0
ORD1776,2025-05-05,Laptop Stand,Office,West,24.67,3.0,49.0,COD,4.4
ORD1837,02/04/2025,Laptop Stand,Office,EAST,23.7,4.0,26.0,Credit Card,4.2
ORD1322,2025-08-11,Phone Case,Accessories,south,11.75,3.0,31.0,Debit Card,4.6
ORD1642,2025-04-10,Webcam HD,Electronics,EAST,43.48,3.0,30.0,Debit Card,4.4
ORD1623,20/05/2025,Power Bank,Electronics,EAST,35.86,3.0,31.0,Credit Card,4.3
ORD1082,09/04/2025,USB-C Hub,Accessories,North,17.68,6.0,30.0,UPI,5.0
ORD1620,2025-05-05,Phone Case,Accessories,West ,9.01,5.0,17.0,Credit Card,4.0
ORD1464,18/03/2025,Noise Cancelling Headphones,Audio,West,61.69,4.0,42.0,COD,
ORD1760,2025-02-05,Mechanical Keyboard,Accessories, North,69.86,5.0,38.0,Credit Card,2.8
ORD1598,07/04/2025,Bluetooth Speaker,Audio, North,42.45,7.0,41.0,Cash,4.1
ORD1333,2025-08-11,Desk Lamp,Office,West,14.52,2.0,22.0,UPI,4.8
ORD1010,2025-01-03,Power Bank,Electronics, North,26.22,4.0,30.0,,3.1
ORD1470,2025-07-08,Noise Cancelling Headphones,Audio, North,101.19,1.0,33.0,,3.3
ORD1032,2025-06-08,Power Bank,Electronics,West,28.99,1.0,41.0,,4.0
ORD1818,2025-02-18,Wireless Mouse,Accessories,south,18.1,4.0,35.0,,4.4
ORD1933,08/04/2025,Power Bank,Electronics,West ,14.08,4.0,32.0,COD,4.6
ORD1382,2025-05-21,Wireless Mouse,Accessories,south,17.0,3.0,39.0,Debit Card,5.0
ORD1725,2025-07-01,Webcam HD,Electronics,south,37.78,5.0,20.0,UPI,4.3
ORD1630,2025-01-26,Webcam HD,Electronics,West ,33.94,4.0,28.0,credit card,5.0
ORD1958,2025-08-23,Power Bank,Electronics,West,22.06,2.0,36.0,,4.4
ORD1967,2025-03-05,Phone Case,Accessories,North,8.75,5.0,,credit card,3.8
ORD1378,22/08/2025,Power Bank,Electronics,EAST,34.73,3.0,24.0,Cash,2.0
ORD1089,2025-03-07,USB-C Hub,Accessories,West ,22.39,3.0,27.0,UPI,4.1
ORD1213,2025-08-04,Wireless Mouse,Accessories,East,20.61,7.0,29.0,Credit Card,5.0
ORD1986,2025-05-04,Wireless Mouse,Accessories, North,14.28,6.0,18.0,,4.5
ORD1133,2025-07-16,Mechanical Keyboard,Accessories,East,62.55,3.0,34.0,Debit Card,
ORD1346,2025-04-20,Mechanical Keyboard,Accessories,North,51.89,4.0,40.0,Credit Card,4.1
ORD1669,2025-06-04,Wireless Mouse,Accessories,East,13.58,5.0,32.0,Debit Card,5.0
ORD1007,2025-08-22,Webcam HD,Electronics,south,35.9,2.0,32.0,Debit Card,3.8
ORD1657,2025-01-03,Noise Cancelling Headphones,Audio,EAST,85.68,2.0,50.0,COD,4.4
ORD1320,2025-05-15,Power Bank,Electronics,West,,4.0,,,3.6
ORD1831,25/03/2025,DESK LAMP,Office,East,20.0,4.0,43.0,Cash,3.7
ORD1187,2025-03-07,Webcam HD,Electronics,south,33.68,6.0,,,4.6
ORD1552,2025-05-06,Wireless Mouse,Accessories,South,18.56,3.0,22.0,credit card,4.5
ORD1304,2025-05-04,Webcam HD,Electronics,East,40.25,7.0,27.0,credit card,2.4
ORD1031,2025-07-23,Wireless Mouse,Accessories,south,17.2,1.0,,Debit Card,4.5
ORD1651,2025-07-22,Laptop Stand,Office,East,17.96,8.0,30.0,UPI,3.5
ORD1240,15/08/2025,Desk Lamp,Office,EAST,16.43,4.0,39.0,Credit Card,5.0
ORD1879,2025-02-15,Mechanical Keyboard,Accessories,West,68.23,3.0,30.0,Credit Card,5.0
ORD1174,2025-05-30,Webcam HD,Electronics,North,32.11,5.0,27.0,credit card,4.0
ORD1245,2025-01-03,Phone Case,Accessories,EAST,10.28,7.0,33.0,credit card,5.0
