CustomerID,SeniorCitizen,TenureMonths,ContractType,InternetService,TechSupport,OnlineSecurity,PaperlessBilling,PaymentMethod,NumSupportCalls,MonthlyCharges,TotalCharges,Churn
CUST2274,0,32,Month-to-Month,Fiber Optic,No,Yes,No,Bank Transfer,0,101.9,3039.64,0
CUST2275,0,33,Month-to-Month,No Internet,Yes,No,No,Mailed Check,1,92.09,3300.51,0
CUST2276,1,67,Month-to-Month,Fiber Optic,Yes,No,No,Mailed Check,0,109.36,7406.78,0
CUST2277,0,18,One Year,DSL,Yes,No,Yes,Mailed Check,1,71.51,1284.85,0
CUST2278,0,25,Month-to-Month,DSL,Yes,No,Yes,Credit Card,4,55.97,1380.97,1
CUST2279,0,54,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,2,53.75,2941.16,0
CUST2280,0,58,Two Year,Fiber Optic,No,No,Yes,Electronic Check,2,51.34,2693.32,0
CUST2281,0,67,Month-to-Month,No Internet,No,Yes,Yes,Credit Card,5,89.53,6586.47,1
CUST2282,0,46,Month-to-Month,Fiber Optic,Yes,No,Yes,Credit Card,2,82.81,,0
CUST2283,0,24,Month-to-Month,DSL,No,No,Yes,Mailed Check,0,68.01,1480.51,1
CUST2284,0,32,Two Year,DSL,No,Yes,No,Bank Transfer,1,46.95,1529.44,0
CUST2285,0,47,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,5,130.73,6066.99,0
CUST2286,0,23,Two Year,DSL,No,No,Yes,Mailed Check,1,87.81,1827.38,0
CUST2287,1,66,One Year,DSL,Yes,No,Yes,Mailed Check,1,25.06,1794.36,0
CUST2288,0,27,Month-to-Month,Fiber Optic,No,Yes,Yes,Mailed Check,2,52.09,1268.76,1
CUST2289,0,2,Two Year,DSL,No,No,Yes,Credit Card,2,88.29,179.33,1
CUST2290,0,17,Month-to-Month,DSL,No,No,Yes,Credit Card,2,45.01,835.84,0
CUST2291,1,33,Month-to-Month,Fiber Optic,No,Yes,Yes,Credit Card,0,73.79,2307.28,0
CUST2292,0,9,Two Year,DSL,Yes,No,No,Electronic Check,4,88.77,759.65,1
CUST2293,0,43,One Year,DSL,No,No,No,Electronic Check,0,15.0,580.55,0
CUST2294,0,48,One Year,Fiber Optic,No,No,Yes,Bank Transfer,2,62.3,2731.04,1
CUST2295,1,39,Month-to-Month,No Internet,Yes,Yes,No,Mailed Check,2,63.28,2243.28,0
CUST2296,0,42,Month-to-Month,DSL,No,No,No,Mailed Check,3,54.7,2445.65,0
CUST2297,0,26,One Year,Fiber Optic,Yes,No,Yes,Credit Card,2,72.54,2013.06,0
CUST2298,1,50,Month-to-Month,Fiber Optic,Yes,No,Yes,Electronic Check,3,81.44,4256.62,0
CUST2299,0,25,Month-to-Month,Fiber Optic,Yes,No,Yes,Mailed Check,0,68.55,1663.28,0
CUST2300,0,24,Month-to-Month,No Internet,Yes,No,Yes,Bank Transfer,2,55.65,1421.41,0
CUST2301,0,13,Month-to-Month,Fiber Optic,No,Yes,No,Mailed Check,3,80.82,1059.02,0
CUST2302,0,60,Two Year,No Internet,Yes,No,No,Credit Card,2,66.23,3818.27,0
CUST2303,0,7,Month-to-Month,DSL,Yes,No,Yes,Credit Card,0,59.23,409.41,0
CUST2304,1,57,Two Year,DSL,No,No,No,Electronic Check,1,32.19,1675.48,0
CUST2305,0,36,Month-to-Month,No Internet,No,Yes,No,Bank Transfer,1,25.93,1016.54,0
CUST2306,0,45,One Year,Fiber Optic,No,No,Yes,Bank Transfer,1,31.72,1461.41,0
CUST2307,1,20,Month-to-Month,DSL,No,No,Yes,Mailed Check,4,71.96,1505.76,1
CUST2308,1,65,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,2,63.02,4240.97,0
CUST2309,0,8,Month-to-Month,No Internet,Yes,Yes,No,Mailed Check,2,27.99,231.43,0
CUST2310,0,16,Month-to-Month,No Internet,No,Yes,No,Mailed Check,1,81.15,1173.04,0
CUST2311,0,14,Month-to-Month,DSL,Yes,Yes,No,Electronic Check,1,99.36,1398.1,0
CUST2312,0,15,Two Year,No Internet,No,No,Yes,Bank Transfer,1,50.04,798.9,0
CUST2313,0,66,One Year,DSL,Yes,Yes,Yes,Credit Card,4,21.48,1288.53,0
CUST2314,0,32,Month-to-Month,DSL,No,Yes,Yes,Mailed Check,1,47.27,1650.64,1
CUST2315,0,63,Month-to-Month,Fiber Optic,No,Yes,Yes,Mailed Check,1,86.36,5358.16,0
CUST2316,0,51,Month-to-Month,DSL,No,No,No,Mailed Check,4,78.71,3845.53,1
CUST2317,0,25,One Year,DSL,Yes,Yes,No,Bank Transfer,2,41.94,1055.17,0
CUST2318,0,58,One Year,Fiber Optic,No,No,No,Bank Transfer,1,103.03,6335.74,0
CUST2319,0,63,Two Year,DSL,No,Yes,Yes,Bank Transfer,4,98.71,6187.33,0
CUST2320,0,62,Month-to-Month,DSL,No,No,Yes,Mailed Check,0,46.67,2977.51,0
CUST2321,0,22,Month-to-Month,DSL,Yes,No,Yes,Credit Card,1,46.42,1021.22,0
CUST2322,0,58,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,2,50.18,2986.85,0
CUST2323,0,58,One Year,Fiber Optic,No,No,No,Bank Transfer,2,52.32,2814.88,0
CUST2324,0,49,One Year,Fiber Optic,No,No,Yes,Credit Card,2,88.76,3947.95,0
CUST2325,0,52,One Year,Fiber Optic,No,No,No,Mailed Check,1,75.63,3647.16,0
CUST2326,0,42,One Year,Fiber Optic,No,No,No,Bank Transfer,1,86.93,3494.68,0
CUST2327,0,70,Month-to-Month,No Internet,No,No,Yes,Bank Transfer,0,81.84,5446.21,0
CUST2328,0,15,One Year,DSL,No,No,Yes,Mailed Check,1,107.86,1655.17,0
CUST2329,0,54,Month-to-Month,DSL,No,No,No,Bank Transfer,1,38.52,2061.73,0
CUST2330,0,60,One Year,No Internet,Yes,No,Yes,Mailed Check,3,74.51,4058.24,0
CUST2331,0,8,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,1,15.0,108.84,0
CUST2332,0,53,Month-to-Month,No Internet,Yes,No,Yes,Credit Card,2,32.08,1561.02,0
CUST2333,1,60,Two Year,Fiber Optic,Yes,Yes,Yes,Bank Transfer,1,63.13,3676.5,0
CUST2334,0,5,Two Year,Fiber Optic,No,Yes,Yes,Bank Transfer,1,75.46,340.04,1
CUST2335,0,68,Two Year,Fiber Optic,Yes,No,Yes,Bank Transfer,3,62.45,4241.49,0
CUST2336,0,6,Month-to-Month,Fiber Optic,No,Yes,No,Electronic Check,1,50.82,296.42,0
CUST2337,1,47,One Year,Fiber Optic,No,No,Yes,Credit Card,0,55.26,2626.02,0
CUST2338,1,55,Month-to-Month,Fiber Optic,No,Yes,No,Mailed Check,1,99.24,5699.26,0
CUST2339,0,40,Two Year,Fiber Optic,No,No,No,Electronic Check,4,55.4,2105.63,0
CUST2340,0,52,Month-to-Month,No Internet,No,No,No,Credit Card,3,108.73,5266.19,0
CUST2341,0,16,Two Year,DSL,Yes,No,Yes,Bank Transfer,1,84.85,1297.34,1
CUST2342,0,13,Two Year,DSL,No,No,No,Bank Transfer,1,76.44,894.7,0
CUST2343,0,30,One Year,Fiber Optic,No,Yes,Yes,Mailed Check,2,35.16,974.64,0
CUST2344,0,19,Month-to-Month,Fiber Optic,No,Yes,Yes,Mailed Check,0,88.38,1763.46,1
CUST2345,1,17,Month-to-Month,No Internet,No,No,No,Credit Card,1,52.66,845.59,0
CUST2346,0,63,Two Year,DSL,No,No,Yes,Credit Card,3,35.14,2432.68,0
CUST2347,1,19,Month-to-Month,Fiber Optic,Yes,No,No,Mailed Check,0,77.82,,0
CUST2348,0,58,Two Year,Fiber Optic,No,No,Yes,Credit Card,1,30.3,1858.9,0
CUST2349,0,55,Month-to-Month,Fiber Optic,No,No,No,Mailed Check,3,45.94,2630.32,1
CUST2350,0,62,Month-to-Month,No Internet,Yes,No,Yes,Bank Transfer,5,64.75,3871.69,0
CUST2351,0,23,Two Year,DSL,No,No,No,Mailed Check,2,120.46,2676.79,0
CUST2352,0,9,One Year,Fiber Optic,No,Yes,No,Electronic Check,1,47.83,435.94,0
CUST2353,0,12,One Year,No Internet,No,No,Yes,Mailed Check,1,53.54,687.76,0
CUST2354,1,1,One Year,No Internet,Yes,No,Yes,Mailed Check,0,83.31,81.41,1
CUST2355,0,58,Month-to-Month,Fiber Optic,Yes,Yes,No,Electronic Check,3,34.04,1801.05,0
CUST2356,0,1,One Year,Fiber Optic,No,No,Yes,Electronic Check,1,76.07,74.16,1
CUST2357,0,34,Month-to-Month,DSL,Yes,Yes,Yes,Electronic Check,2,95.15,3045.73,0
CUST2358,1,48,Two Year,Fiber Optic,No,No,Yes,Electronic Check,2,57.32,2993.04,0
CUST2359,0,1,Two Year,No Internet,No,No,No,Mailed Check,1,90.65,94.23,1
CUST2360,0,16,Month-to-Month,Fiber Optic,No,No,No,Credit Card,2,72.29,1052.74,0
CUST2361,0,61,One Year,DSL,No,No,No,Electronic Check,2,46.73,2732.51,0
CUST2362,0,64,One Year,DSL,No,No,No,Bank Transfer,1,60.05,3497.48,0
CUST2363,1,63,Month-to-Month,DSL,Yes,No,No,Mailed Check,1,55.51,3727.95,0
CUST2364,0,69,Two Year,DSL,Yes,No,Yes,Credit Card,2,62.81,4686.06,0
CUST2365,0,22,Month-to-Month,DSL,No,No,Yes,Bank Transfer,0,68.82,1396.64,0
CUST2366,0,67,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,0,79.7,5276.13,0
CUST2367,0,26,Month-to-Month,DSL,No,No,No,Mailed Check,1,77.72,2195.26,1
CUST2368,0,16,Month-to-Month,DSL,No,Yes,No,Bank Transfer,0,15.0,222.97,1
CUST2369,0,51,One Year,Fiber Optic,No,No,Yes,Electronic Check,2,62.57,3058.26,0
CUST2370,0,57,One Year,DSL,Yes,Yes,No,Electronic Check,4,27.26,1493.0,0
CUST2371,0,29,One Year,DSL,Yes,Yes,Yes,Bank Transfer,2,58.11,1526.8,0
CUST2372,0,69,One Year,DSL,Yes,No,No,Credit Card,4,61.91,3875.6,0
CUST2373,0,47,Month-to-Month,DSL,No,Yes,Yes,Electronic Check,2,89.4,4582.31,1
CUST2374,0,62,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,6,64.25,4040.14,0
CUST2375,0,69,Month-to-Month,DSL,No,No,No,Mailed Check,0,71.48,4741.39,0
CUST2376,0,16,Month-to-Month,Fiber Optic,No,No,No,Credit Card,1,84.83,1324.35,0
CUST2377,0,48,One Year,No Internet,No,No,Yes,Mailed Check,1,95.69,4790.48,0
CUST2378,0,39,Month-to-Month,Fiber Optic,No,No,Yes,Electronic Check,4,61.92,2350.41,0
CUST2379,0,33,Month-to-Month,Fiber Optic,Yes,Yes,No,Credit Card,2,67.35,2101.54,0
CUST2380,1,23,Month-to-Month,No Internet,No,No,No,Electronic Check,2,65.25,1381.24,0
CUST2381,0,10,Two Year,Fiber Optic,No,No,No,Credit Card,2,51.44,537.95,0
CUST2382,0,69,Two Year,DSL,Yes,No,Yes,Bank Transfer,1,45.77,2956.37,0
CUST2383,0,34,One Year,Fiber Optic,No,No,No,Mailed Check,0,15.0,466.1,0
CUST2384,0,52,Two Year,No Internet,No,No,No,Credit Card,1,38.08,1951.23,0
CUST2385,0,10,One Year,DSL,Yes,No,No,Bank Transfer,1,20.53,186.39,0
CUST2386,0,19,One Year,DSL,No,No,No,Electronic Check,2,96.38,2001.52,0
CUST2387,0,58,Month-to-Month,Fiber Optic,No,Yes,Yes,Bank Transfer,1,69.71,4146.11,0
CUST2388,1,1,One Year,No Internet,Yes,No,Yes,Electronic Check,4,61.85,57.55,1
CUST2389,0,69,One Year,DSL,No,No,No,Credit Card,2,47.06,3034.42,0
CUST2390,0,4,One Year,Fiber Optic,Yes,Yes,Yes,Credit Card,1,65.74,266.63,0
CUST2391,0,16,One Year,DSL,No,No,No,Mailed Check,0,43.8,680.7,0
CUST2392,0,24,Month-to-Month,Fiber Optic,Yes,No,Yes,Mailed Check,1,69.35,1755.7,1
CUST2393,1,2,One Year,DSL,No,No,Yes,Credit Card,3,71.14,143.58,0
CUST2394,0,32,Two Year,DSL,No,Yes,Yes,Electronic Check,2,43.47,1372.49,0
CUST2395,0,24,Month-to-Month,No Internet,Yes,No,No,Electronic Check,2,42.99,1127.3,0
CUST2396,0,12,One Year,Fiber Optic,No,Yes,Yes,Credit Card,3,89.05,1045.25,0
CUST2397,0,50,Month-to-Month,Fiber Optic,No,No,No,Electronic Check,1,63.68,3120.71,0
CUST2398,0,35,One Year,Fiber Optic,No,Yes,Yes,Credit Card,4,45.47,1644.21,0
CUST2399,1,33,One Year,DSL,No,No,No,Mailed Check,4,55.74,1953.27,0
CUST2400,0,33,Month-to-Month,Fiber Optic,No,No,Yes,Electronic Check,2,39.74,1344.52,1
CUST2401,0,61,One Year,DSL,Yes,No,Yes,Mailed Check,3,63.32,,0
CUST2402,1,51,Month-to-Month,Fiber Optic,Yes,Yes,No,Bank Transfer,3,85.79,4264.1,1
CUST2403,0,43,One Year,DSL,No,No,Yes,Mailed Check,1,64.31,2753.99,0
CUST2404,0,12,Month-to-Month,Fiber Optic,No,No,Yes,Bank Transfer,2,124.09,1398.85,1
CUST2405,0,67,One Year,No Internet,No,No,No,Mailed Check,0,75.53,5242.94,0
CUST2406,0,65,Month-to-Month,No Internet,No,No,Yes,Mailed Check,1,70.75,4342.56,0
CUST2407,1,33,One Year,Fiber Optic,No,No,Yes,Electronic Check,0,42.29,1256.36,1
CUST2408,0,40,Month-to-Month,DSL,No,No,Yes,Mailed Check,0,59.04,2566.47,0
CUST2409,0,43,Two Year,Fiber Optic,Yes,Yes,Yes,Credit Card,2,45.52,1881.42,1
CUST2410,0,44,Two Year,No Internet,Yes,Yes,Yes,Electronic Check,1,15.0,619.96,0
CUST2411,0,29,Two Year,DSL,No,No,Yes,Electronic Check,2,89.36,2471.27,0
CUST2412,0,13,One Year,No Internet,No,Yes,No,Electronic Check,1,52.21,655.71,0
CUST2413,0,12,One Year,DSL,No,No,Yes,Mailed Check,3,45.99,549.07,1
CUST2414,0,46,Month-to-Month,No Internet,Yes,No,No,Electronic Check,3,70.26,2953.59,0
CUST2415,0,2,Month-to-Month,No Internet,No,No,Yes,Bank Transfer,2,77.81,141.7,1
CUST2416,0,35,Month-to-Month,No Internet,No,Yes,Yes,Bank Transfer,1,56.98,1911.7,0
CUST2417,0,8,One Year,DSL,Yes,Yes,Yes,Mailed Check,1,64.93,498.22,1
CUST2418,0,26,Two Year,DSL,No,No,No,Electronic Check,0,83.65,2008.58,0
CUST2419,0,34,Month-to-Month,Fiber Optic,No,No,No,Credit Card,0,56.0,1867.74,0
CUST2420,0,7,Two Year,DSL,No,No,No,Credit Card,3,72.56,485.98,0
CUST2421,0,68,One Year,DSL,No,Yes,Yes,Bank Transfer,3,23.52,1447.76,0
CUST2422,0,58,One Year,Fiber Optic,No,Yes,No,Mailed Check,3,33.97,2122.25,0
CUST2423,0,29,Month-to-Month,Fiber Optic,Yes,Yes,No,Mailed Check,0,80.14,2503.49,0
CUST2424,0,36,Month-to-Month,Fiber Optic,Yes,No,Yes,Mailed Check,2,32.66,1107.37,0
CUST2425,0,21,One Year,Fiber Optic,No,Yes,Yes,Mailed Check,1,70.85,1387.53,0
CUST2426,1,36,One Year,DSL,No,Yes,Yes,Mailed Check,1,61.33,2228.76,0
CUST2427,0,10,Month-to-Month,No Internet,Yes,Yes,No,Electronic Check,3,55.89,573.52,0
CUST2428,1,24,One Year,DSL,No,No,Yes,Electronic Check,2,44.29,1160.23,0
CUST2429,0,64,Two Year,Fiber Optic,No,No,No,Electronic Check,2,87.73,5476.99,0
CUST2430,1,49,Two Year,Fiber Optic,No,No,Yes,Credit Card,1,108.25,5429.64,0
CUST2431,0,36,Two Year,No Internet,Yes,Yes,Yes,Electronic Check,2,72.5,2807.41,0
CUST2432,0,24,Month-to-Month,DSL,No,No,Yes,Mailed Check,2,73.06,1735.89,0
CUST2433,1,23,Month-to-Month,Fiber Optic,Yes,No,Yes,Mailed Check,0,47.94,1019.34,1
CUST2434,0,62,One Year,Fiber Optic,No,Yes,Yes,Credit Card,2,35.1,2122.86,0
CUST2435,0,37,Month-to-Month,DSL,No,Yes,Yes,Credit Card,1,64.01,2196.22,0
CUST2436,0,12,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,0,40.66,440.75,0
CUST2437,0,55,Month-to-Month,No Internet,Yes,Yes,Yes,Credit Card,3,20.68,1194.62,1
CUST2438,0,13,Month-to-Month,No Internet,Yes,Yes,Yes,Bank Transfer,0,85.09,1048.3,1
CUST2439,0,23,Month-to-Month,DSL,No,No,Yes,Electronic Check,1,86.3,1787.21,0
CUST2440,0,30,Month-to-Month,DSL,No,No,Yes,Mailed Check,1,43.53,1403.17,0
CUST2441,0,17,Month-to-Month,DSL,No,No,Yes,Bank Transfer,1,71.1,1195.11,0
CUST2442,1,62,Month-to-Month,Fiber Optic,No,No,Yes,Bank Transfer,4,90.05,5291.51,0
CUST2443,0,13,One Year,DSL,No,No,Yes,Bank Transfer,1,70.13,868.44,1
CUST2444,0,59,One Year,DSL,Yes,No,Yes,Credit Card,1,35.17,1967.35,0
CUST2445,0,19,One Year,No Internet,Yes,Yes,No,Credit Card,3,59.18,,0
CUST2446,1,49,Month-to-Month,No Internet,Yes,No,Yes,Credit Card,2,98.17,5138.61,0
CUST2447,0,12,Month-to-Month,DSL,Yes,Yes,Yes,Bank Transfer,0,71.18,797.84,0
CUST2448,1,61,One Year,DSL,No,No,Yes,Electronic Check,0,78.48,4846.5,0
CUST2449,0,19,One Year,Fiber Optic,No,No,Yes,Mailed Check,3,73.54,1279.14,0
CUST2450,0,9,Month-to-Month,DSL,No,No,No,Credit Card,1,43.61,427.78,0
CUST2451,0,71,Month-to-Month,Fiber Optic,Yes,No,Yes,Electronic Check,1,49.48,3585.67,0
CUST2452,0,28,Two Year,Fiber Optic,Yes,No,Yes,Credit Card,0,73.47,2223.03,0
CUST2453,0,52,Month-to-Month,No Internet,Yes,No,No,Credit Card,2,85.42,4351.12,0
CUST2454,0,16,Month-to-Month,Fiber Optic,Yes,No,Yes,Bank Transfer,2,92.5,1571.96,0
CUST2455,0,69,One Year,Fiber Optic,No,No,No,Bank Transfer,1,43.55,3217.49,0
CUST2456,0,12,Month-to-Month,Fiber Optic,No,No,No,Credit Card,3,75.83,946.9,1
CUST2457,0,25,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,6,94.68,2174.3,0
CUST2458,0,52,Month-to-Month,Fiber Optic,Yes,No,Yes,Credit Card,1,40.32,1893.72,0
CUST2459,0,53,One Year,Fiber Optic,Yes,No,Yes,Mailed Check,3,102.17,5056.06,1
CUST2460,0,23,Month-to-Month,DSL,Yes,Yes,Yes,Electronic Check,0,105.97,2251.15,0
CUST2461,0,16,Month-to-Month,DSL,No,No,Yes,Credit Card,1,130.63,2184.19,0
CUST2462,1,57,Month-to-Month,DSL,Yes,No,Yes,Mailed Check,2,70.77,4079.88,0
CUST2463,0,39,Two Year,No Internet,No,No,No,Electronic Check,0,70.91,2779.84,0
CUST2464,0,53,Month-to-Month,DSL,No,No,Yes,Electronic Check,1,85.67,4316.09,0
CUST2465,0,42,Two Year,DSL,No,No,No,Bank Transfer,2,84.95,3321.43,1
CUST2466,0,58,Month-to-Month,Fiber Optic,No,Yes,No,Electronic Check,1,93.16,5086.16,0
CUST2467,0,39,Two Year,Fiber Optic,No,Yes,No,Bank Transfer,1,84.6,3233.59,0
CUST2468,0,14,Two Year,DSL,Yes,No,Yes,Electronic Check,1,62.35,914.82,0
CUST2469,0,5,Month-to-Month,No Internet,No,Yes,Yes,Electronic Check,0,95.55,454.29,1
CUST2470,0,35,Month-to-Month,No Internet,No,No,No,Mailed Check,0,38.22,1390.84,0
CUST2471,0,18,Month-to-Month,Fiber Optic,Yes,No,No,Mailed Check,3,65.15,1170.71,1
CUST2472,0,9,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,0,104.09,1009.03,1
CUST2473,0,58,One Year,DSL,No,No,No,Credit Card,0,33.74,1852.39,0
CUST2474,0,17,Month-to-Month,DSL,No,Yes,Yes,Mailed Check,3,48.06,808.99,0
CUST2475,0,7,Month-to-Month,Fiber Optic,Yes,No,Yes,Electronic Check,0,81.79,526.35,1
CUST2476,0,46,Month-to-Month,DSL,Yes,No,Yes,Bank Transfer,2,74.85,3329.58,0
CUST2477,1,13,Two Year,DSL,No,No,No,Bank Transfer,4,43.12,561.33,0
CUST2478,0,40,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Bank Transfer,1,54.6,2285.66,0
CUST2479,1,42,Month-to-Month,DSL,No,No,No,Electronic Check,1,35.48,1400.18,0
CUST2480,0,9,Month-to-Month,No Internet,No,Yes,No,Mailed Check,3,89.51,760.17,0
CUST2481,0,50,Two Year,DSL,Yes,No,No,Credit Card,0,58.6,3007.1,0
CUST2482,1,27,One Year,Fiber Optic,No,Yes,Yes,Bank Transfer,3,109.8,2894.91,0
CUST2483,0,66,Month-to-Month,Fiber Optic,No,Yes,Yes,Electronic Check,2,67.03,4408.14,0
CUST2484,0,5,Month-to-Month,Fiber Optic,Yes,Yes,No,Mailed Check,2,59.51,317.55,1
CUST2485,1,29,Month-to-Month,DSL,No,No,Yes,Mailed Check,0,57.08,1655.02,0
CUST2486,0,37,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,1,58.9,2245.77,0
CUST2487,0,38,Two Year,No Internet,No,No,Yes,Bank Transfer,4,67.77,2656.01,0
CUST2488,1,8,One Year,Fiber Optic,No,No,Yes,Electronic Check,1,127.81,1084.57,0
CUST2489,0,65,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,0,56.53,3775.97,0
CUST2490,0,17,Two Year,Fiber Optic,No,No,No,Electronic Check,2,57.34,889.94,1
CUST2491,0,71,Month-to-Month,Fiber Optic,No,No,No,Mailed Check,1,66.64,4582.09,0
CUST2492,0,45,One Year,Fiber Optic,No,Yes,No,Bank Transfer,1,92.26,4558.0,0
CUST2493,0,4,Two Year,No Internet,No,No,Yes,Bank Transfer,3,29.48,110.76,0
CUST2494,0,36,Month-to-Month,DSL,No,No,No,Credit Card,0,76.38,2797.38,0
CUST2495,0,70,One Year,Fiber Optic,Yes,No,No,Mailed Check,4,44.56,3333.14,0
CUST2496,0,31,Month-to-Month,Fiber Optic,No,No,No,Electronic Check,0,78.83,2486.04,1
CUST2497,1,19,Month-to-Month,Fiber Optic,No,Yes,No,Mailed Check,2,52.66,974.98,1
CUST2498,0,61,Month-to-Month,No Internet,Yes,Yes,No,Electronic Check,2,15.0,838.18,0
CUST2499,0,54,Month-to-Month,No Internet,No,No,Yes,Credit Card,0,74.24,3898.04,0
CUST2500,0,39,One Year,Fiber Optic,Yes,Yes,No,Mailed Check,4,74.03,2703.58,0
CUST2501,0,19,Two Year,DSL,Yes,Yes,Yes,Bank Transfer,0,50.52,1048.35,0
CUST2502,1,39,One Year,DSL,No,Yes,Yes,Electronic Check,1,49.04,1994.81,0
CUST2503,0,67,Two Year,Fiber Optic,No,No,No,Bank Transfer,2,32.22,2266.41,0
CUST2504,0,45,Two Year,No Internet,Yes,Yes,Yes,Credit Card,0,84.33,3746.25,0
CUST2505,0,13,Month-to-Month,DSL,No,No,Yes,Credit Card,1,87.06,1043.49,0
CUST2506,0,58,Month-to-Month,DSL,No,No,No,Electronic Check,1,43.02,2378.74,0
CUST2507,0,20,Month-to-Month,DSL,Yes,No,No,Mailed Check,1,51.5,980.5,0
CUST2508,0,61,One Year,No Internet,No,Yes,Yes,Bank Transfer,2,63.42,3858.39,0
CUST2509,0,39,Two Year,DSL,No,No,No,Bank Transfer,1,121.77,4711.97,1
CUST2510,0,1,Month-to-Month,Fiber Optic,No,No,Yes,Electronic Check,0,78.63,77.58,0
CUST2511,0,3,One Year,Fiber Optic,No,No,Yes,Electronic Check,0,41.41,124.13,0
CUST2512,0,62,One Year,No Internet,No,No,Yes,Electronic Check,4,72.59,4938.96,0
CUST2513,1,63,One Year,Fiber Optic,Yes,No,Yes,Credit Card,1,30.58,1848.84,0
CUST2514,0,25,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Credit Card,1,82.95,2121.56,1
CUST2515,0,56,Month-to-Month,DSL,No,No,Yes,Bank Transfer,1,106.89,5673.99,0
CUST2516,1,33,Month-to-Month,Fiber Optic,No,No,No,Mailed Check,1,106.99,3507.09,1
CUST2517,0,38,Month-to-Month,Fiber Optic,Yes,Yes,No,Electronic Check,3,83.37,2978.01,0
CUST2518,0,6,Month-to-Month,No Internet,No,No,No,Credit Card,0,50.41,305.98,0
CUST2519,0,58,One Year,DSL,No,No,No,Mailed Check,2,32.48,1795.3,0
CUST2520,1,44,Month-to-Month,DSL,Yes,Yes,Yes,Electronic Check,2,29.99,1197.31,0
CUST2521,0,45,Two Year,DSL,Yes,Yes,No,Mailed Check,1,15.0,717.56,0
CUST2522,0,32,Month-to-Month,Fiber Optic,Yes,Yes,No,Electronic Check,3,82.35,2439.28,0
CUST2523,0,45,One Year,No Internet,No,No,Yes,Mailed Check,2,62.43,2735.2,0
CUST2524,0,61,Month-to-Month,DSL,Yes,Yes,Yes,Bank Transfer,1,87.73,5327.1,0
CUST2525,0,47,One Year,Fiber Optic,No,Yes,No,Electronic Check,1,100.7,4668.99,0
CUST2526,0,21,Two Year,DSL,No,Yes,No,Electronic Check,1,67.5,1481.48,0
CUST2527,0,36,Month-to-Month,DSL,No,No,No,Bank Transfer,2,68.65,2519.23,0
CUST2528,0,19,Month-to-Month,Fiber Optic,Yes,No,Yes,Electronic Check,3,53.39,972.89,1
CUST2529,0,20,One Year,DSL,No,No,Yes,Electronic Check,1,56.35,1025.95,0
CUST2530,1,57,Month-to-Month,Fiber Optic,No,Yes,Yes,Credit Card,2,83.21,4996.81,0
CUST2531,0,18,Month-to-Month,Fiber Optic,No,No,No,Bank Transfer,2,60.64,1059.33,0
CUST2532,0,47,Month-to-Month,Fiber Optic,No,No,Yes,Credit Card,0,57.02,2888.83,0
CUST2533,0,49,Month-to-Month,DSL,No,No,Yes,Bank Transfer,3,64.54,3096.08,0
CUST2534,0,14,One Year,No Internet,No,No,Yes,Mailed Check,0,87.16,1273.36,0
CUST2535,0,15,Month-to-Month,Fiber Optic,Yes,No,No,Bank Transfer,1,47.68,778.08,0
CUST2536,0,31,Two Year,Fiber Optic,Yes,No,Yes,Bank Transfer,1,63.34,2022.9,1
CUST2537,1,1,One Year,DSL,Yes,Yes,Yes,Credit Card,1,71.13,69.9,1
CUST2538,0,54,One Year,DSL,No,No,No,Electronic Check,2,94.01,5144.97,0
CUST2539,0,3,One Year,DSL,Yes,No,No,Bank Transfer,1,59.02,178.6,0
CUST2540,0,16,Two Year,DSL,Yes,No,Yes,Electronic Check,5,47.05,765.57,0
CUST2541,1,57,Month-to-Month,Fiber Optic,No,No,Yes,Bank Transfer,0,52.89,2801.78,0
CUST2542,0,12,Two Year,No Internet,Yes,No,No,Credit Card,1,91.33,1139.47,1
CUST2543,0,16,One Year,Fiber Optic,Yes,Yes,Yes,Bank Transfer,1,115.83,1721.71,0
CUST2544,0,24,One Year,DSL,Yes,Yes,No,Mailed Check,1,32.16,696.91,1
CUST2545,0,28,One Year,Fiber Optic,No,No,No,Bank Transfer,1,37.62,1079.65,0
CUST2546,1,8,Month-to-Month,DSL,No,No,Yes,Bank Transfer,2,60.78,448.99,1
CUST2547,0,36,Month-to-Month,Fiber Optic,No,Yes,No,Electronic Check,2,67.77,2571.67,0
CUST2548,0,8,One Year,Fiber Optic,No,Yes,No,Electronic Check,1,84.67,726.94,1
CUST2549,0,58,Month-to-Month,Fiber Optic,No,No,Yes,Mailed Check,1,42.72,2698.15,0
