StudentID,Gender,ParentalEducation,LunchType,TestPrepCourse,StudyHoursWeekly,AttendanceRate,ExtracurricularActivity,SleepHours,MathScore,ReadingScore,WritingScore,AverageScore
STU3247,Male,Master's Degree,Free/Reduced,Not Completed,22.8,79.5,Yes,5.5,94.3,89.2,92.9,92.1
STU3248,Male,Associate's Degree,Standard,Not Completed,9.4,87.7,No,7.5,78.7,80.0,69.9,76.2
STU3249,Male,Associate's Degree,Standard,Not Completed,7.9,68.1,Yes,8.1,79.2,85.5,76.3,80.3
STU3250,Female,High School,Standard,Not Completed,4.6,83.1,No,6.6,51.4,67.3,57.0,58.6
STU3251,Male,Bachelor's Degree,Standard,Completed,12.7,78.0,No,8.0,87.8,83.6,79.9,83.8
STU3252,Female,High School,Standard,Not Completed,4.1,56.8,Yes,6.8,64.5,65.6,68.6,66.2
STU3253,Male,Bachelor's Degree,Free/Reduced,Completed,16.2,80.0,Yes,4.0,100.0,95.8,96.5,97.4
STU3254,Male,High School,Free/Reduced,Completed,11.7,81.7,Yes,6.9,80.3,78.6,80.5,79.8
STU3255,Male,High School,Free/Reduced,Completed,5.6,72.4,No,6.8,82.4,80.9,80.6,81.3
STU3256,Male,High School,Standard,Not Completed,4.7,81.1,No,7.1,74.1,77.5,71.7,74.4
STU3257,Female,Associate's Degree,Standard,Completed,4.8,94.1,Yes,7.3,76.0,84.2,81.2,80.5
STU3258,Female,Associate's Degree,Free/Reduced,Completed,2.1,91.3,Yes,6.2,66.2,77.2,67.8,70.4
STU3259,Male,High School,Standard,Not Completed,10.5,73.6,Yes,8.8,71.3,74.3,73.5,73.0
STU3260,Male,Bachelor's Degree,Standard,Completed,1.5,78.0,No,6.9,100.0,96.6,94.9,97.2
STU3261,Female,Associate's Degree,Standard,Not Completed,7.6,85.3,No,6.8,85.4,96.5,87.4,89.8
STU3262,Male,Associate's Degree,Free/Reduced,Not Completed,7.3,90.3,Yes,7.9,79.8,86.9,73.3,80.0
STU3263,Male,Associate's Degree,Standard,Completed,6.5,86.8,No,7.0,78.2,74.0,78.4,76.9
STU3264,Male,Associate's Degree,Standard,Not Completed,10.5,86.5,Yes,10.0,84.6,80.1,85.6,83.4
STU3265,Female,Associate's Degree,Free/Reduced,Completed,5.6,72.1,No,6.7,70.4,68.0,71.9,70.1
STU3266,Female,High School,Standard,Not Completed,8.9,91.4,No,7.4,82.4,75.8,80.2,79.5
STU3267,Female,High School,Standard,Not Completed,16.2,99.1,No,6.1,85.2,87.8,81.3,84.8
STU3268,Male,Bachelor's Degree,Standard,Not Completed,11.2,86.3,No,8.0,85.7,88.3,73.3,82.4
STU3269,Male,Master's Degree,Standard,Not Completed,6.1,78.9,No,7.4,70.2,72.9,67.8,70.3
STU3270,Female,Associate's Degree,Free/Reduced,Completed,8.0,58.7,No,6.6,85.9,72.1,79.0,79.0
STU3271,Female,High School,Standard,Completed,6.5,83.4,No,6.0,82.9,78.8,79.6,80.4
STU3272,Female,Associate's Degree,Standard,Not Completed,7.2,58.1,Yes,5.4,73.0,71.9,61.6,68.8
STU3273,Female,Associate's Degree,Free/Reduced,Not Completed,9.1,83.5,Yes,7.5,85.8,84.7,81.6,84.0
STU3274,Male,High School,Free/Reduced,Not Completed,2.9,59.4,Yes,5.3,64.2,72.8,67.3,68.1
STU3275,Female,High School,Free/Reduced,Not Completed,2.4,92.9,No,8.6,62.7,68.1,64.2,65.0
STU3276,Male,Bachelor's Degree,Standard,Not Completed,4.4,61.9,Yes,5.5,64.6,77.7,64.9,69.1
STU3277,Female,Bachelor's Degree,Standard,Not Completed,10.8,83.2,Yes,6.8,76.4,87.0,80.7,81.4
STU3278,Male,High School,Free/Reduced,Completed,11.7,85.7,No,5.9,73.3,79.2,77.8,76.8
STU3279,Female,High School,Free/Reduced,Not Completed,12.7,58.3,Yes,7.0,72.7,83.4,75.2,77.1
STU3280,Female,High School,Standard,Not Completed,4.5,77.1,No,7.0,77.3,72.2,81.9,77.1
STU3281,Female,Bachelor's Degree,Standard,Completed,8.5,98.2,No,7.5,86.7,96.0,84.4,89.0
STU3282,Female,High School,Standard,Not Completed,6.3,56.9,No,5.2,65.0,57.4,48.3,56.9
STU3283,Male,High School,Free/Reduced,Not Completed,7.4,68.7,No,6.1,65.0,72.0,68.7,68.6
STU3284,Female,Bachelor's Degree,Standard,Not Completed,6.2,79.9,No,8.2,84.7,98.0,89.4,90.7
STU3285,Male,High School,Standard,Completed,9.4,74.4,No,7.8,73.9,79.2,75.5,76.2
STU3286,Male,Bachelor's Degree,Standard,Completed,5.1,95.5,Yes,4.0,80.9,95.2,83.3,86.5
STU3287,Male,High School,Free/Reduced,Not Completed,15.2,89.0,No,7.5,91.2,92.8,90.4,91.5
STU3288,Male,High School,Free/Reduced,Not Completed,15.3,83.1,Yes,5.8,76.5,68.5,73.4,72.8
STU3289,Female,High School,Standard,Completed,10.6,52.7,Yes,6.3,93.5,87.7,89.7,90.3
STU3290,Male,Bachelor's Degree,Free/Reduced,Completed,14.2,81.5,No,6.7,95.4,100.0,100.0,98.5
STU3291,Male,Bachelor's Degree,Free/Reduced,Not Completed,2.9,87.8,Yes,8.9,89.9,94.4,85.0,89.8
STU3292,Male,Bachelor's Degree,Standard,Completed,15.7,81.1,Yes,5.7,100.0,100.0,100.0,100.0
STU3293,Female,Associate's Degree,Standard,Not Completed,10.0,69.5,Yes,5.3,74.0,68.5,71.8,71.4
STU3294,Female,Bachelor's Degree,Standard,Not Completed,5.4,80.7,Yes,7.5,89.7,90.1,80.7,86.8
STU3295,Female,High School,Free/Reduced,Completed,5.0,80.1,Yes,7.0,86.4,85.6,88.6,86.9
STU3296,Female,High School,Standard,Not Completed,18.8,66.6,Yes,8.4,91.0,88.8,90.8,90.2
STU3297,Male,Bachelor's Degree,Standard,Completed,12.8,90.5,No,6.6,100.0,100.0,93.1,97.7
STU3298,Male,High School,Free/Reduced,Completed,7.3,72.2,No,8.5,63.8,59.0,67.7,63.5
STU3299,Female,High School,Standard,Not Completed,2.8,83.3,Yes,7.0,59.9,51.9,54.7,55.5
STU3300,Male,High School,Free/Reduced,Not Completed,16.2,67.6,No,7.6,69.4,74.7,73.4,72.5
STU3301,Male,High School,Standard,Not Completed,3.7,94.1,Yes,8.9,82.0,88.6,75.7,82.1
STU3302,Male,High School,Standard,Not Completed,6.3,67.5,Yes,6.8,80.2,82.0,73.9,78.7
STU3303,Female,Associate's Degree,Free/Reduced,Completed,7.3,62.7,Yes,8.3,72.5,84.2,73.3,76.7
STU3304,Female,Associate's Degree,Free/Reduced,Completed,5.0,73.4,No,6.3,83.7,91.9,77.0,84.2
STU3305,Male,Bachelor's Degree,Standard,Completed,7.1,67.7,Yes,7.3,93.4,96.6,96.9,95.6
STU3306,Female,Bachelor's Degree,Free/Reduced,Completed,8.0,93.1,No,5.3,63.7,72.8,65.0,67.2
STU3307,Female,High School,Free/Reduced,Completed,7.0,69.0,No,6.4,74.5,75.8,77.9,76.1
STU3308,Female,High School,Standard,Completed,9.7,97.0,No,5.7,75.6,84.7,83.0,81.1
STU3309,Female,Associate's Degree,Free/Reduced,Not Completed,19.1,77.5,No,8.5,99.3,100.0,88.9,96.1
STU3310,Female,Associate's Degree,Standard,Not Completed,2.9,87.8,No,9.1,76.2,73.7,69.5,73.1
STU3311,Male,High School,Standard,Not Completed,8.8,72.9,Yes,6.6,74.2,63.1,73.4,70.2
STU3312,Female,Associate's Degree,Standard,Not Completed,3.7,92.7,Yes,6.1,86.8,91.0,85.9,87.9
STU3313,Male,Associate's Degree,Free/Reduced,Completed,2.7,86.4,No,5.4,79.6,68.2,77.5,75.1
STU3314,Male,Associate's Degree,Free/Reduced,Completed,13.6,72.6,No,7.3,88.7,86.4,79.8,85.0
STU3315,Female,Associate's Degree,Standard,Not Completed,9.3,96.2,Yes,6.3,83.6,78.1,87.7,83.1
STU3316,Male,High School,Standard,Not Completed,2.6,74.6,Yes,6.3,72.5,89.8,79.0,80.4
STU3317,Male,Master's Degree,Standard,Completed,7.1,75.0,No,9.0,100.0,100.0,97.4,99.1
STU3318,Male,Bachelor's Degree,Standard,Not Completed,4.4,85.7,Yes,6.6,86.1,82.6,81.2,83.3
STU3319,Female,High School,Free/Reduced,Not Completed,7.2,75.7,Yes,7.7,62.8,70.1,64.3,65.7
STU3320,Female,Bachelor's Degree,Free/Reduced,Not Completed,11.9,59.1,No,7.1,73.8,77.6,78.0,76.5
STU3321,Male,Associate's Degree,Standard,Completed,11.2,97.2,No,5.4,81.7,89.0,76.0,82.2
STU3322,Female,Bachelor's Degree,Free/Reduced,Not Completed,6.2,66.8,No,4.8,66.0,83.3,71.1,73.5
STU3323,Female,Bachelor's Degree,Standard,Not Completed,14.0,63.7,No,7.6,91.0,95.1,93.1,93.1
STU3324,Female,Associate's Degree,Free/Reduced,Not Completed,17.0,88.5,No,9.0,90.9,87.6,77.7,85.4
STU3325,Female,High School,Free/Reduced,Not Completed,12.0,82.6,Yes,7.4,89.8,81.1,88.3,86.4
STU3326,Male,High School,Standard,Not Completed,5.6,80.4,Yes,7.7,62.2,68.5,62.5,64.4
STU3327,Male,Associate's Degree,Standard,Not Completed,7.4,85.4,No,5.9,67.6,83.8,65.7,72.4
STU3328,Female,Associate's Degree,Free/Reduced,Completed,18.8,92.8,No,8.2,96.4,91.8,89.5,92.6
STU3329,Female,High School,Standard,Not Completed,6.5,87.0,Yes,8.2,58.6,65.2,57.4,60.4
STU3330,Male,High School,Standard,Not Completed,11.2,54.2,No,6.2,65.8,72.7,63.4,67.3
STU3331,Male,Bachelor's Degree,Standard,Not Completed,4.9,50.7,No,7.7,71.6,75.7,75.3,74.2
STU3332,Female,Master's Degree,Standard,Completed,14.0,91.3,Yes,4.9,82.2,92.1,94.7,89.7
STU3333,Male,Associate's Degree,Standard,Completed,4.5,99.6,Yes,7.9,93.1,95.8,95.6,94.8
STU3334,Female,High School,Free/Reduced,Not Completed,7.6,88.8,Yes,6.3,63.1,70.2,56.7,63.3
STU3335,Female,High School,Free/Reduced,Not Completed,11.0,76.2,No,5.5,68.7,77.9,75.6,74.1
STU3336,Male,High School,Standard,Not Completed,21.0,82.7,No,7.5,100.0,100.0,100.0,100.0
STU3337,Male,Master's Degree,Free/Reduced,Not Completed,9.1,78.5,Yes,4.9,73.5,82.0,83.9,79.8
STU3338,Female,High School,Standard,Not Completed,6.8,85.1,No,7.4,72.0,76.4,69.8,72.7
STU3339,Female,Associate's Degree,Free/Reduced,Not Completed,6.5,86.0,No,5.6,67.1,70.9,76.2,71.4
STU3340,Male,High School,Free/Reduced,Not Completed,13.7,80.6,No,5.4,70.4,75.8,68.3,71.5
STU3341,Female,Associate's Degree,Standard,Not Completed,10.5,80.3,No,7.1,70.1,80.6,70.2,73.6
STU3342,Male,Bachelor's Degree,Free/Reduced,Not Completed,11.8,90.8,Yes,6.8,90.2,99.2,79.3,89.6
STU3343,Female,Bachelor's Degree,Standard,Completed,18.1,75.0,No,8.7,97.7,99.7,91.8,96.4
STU3344,Male,High School,Standard,Not Completed,8.3,75.0,Yes,5.5,86.5,78.8,79.4,81.6
STU3345,Male,High School,Free/Reduced,Not Completed,10.1,88.5,No,8.7,79.8,84.3,82.3,82.1
STU3346,Male,High School,Standard,Completed,6.4,92.5,Yes,5.6,87.6,75.8,81.6,81.7
STU3347,Female,Master's Degree,Standard,Completed,4.8,90.4,No,8.1,92.5,100.0,100.0,97.5
STU3348,Female,Bachelor's Degree,Standard,Completed,5.4,85.7,No,8.3,80.3,73.2,80.7,78.1
STU3349,Male,Associate's Degree,Free/Reduced,Completed,1.1,87.5,Yes,7.4,88.6,86.9,79.2,84.9
STU3350,Female,Associate's Degree,Standard,Completed,10.9,72.8,Yes,6.1,100.0,100.0,98.9,99.6
STU3351,Male,Bachelor's Degree,Standard,Not Completed,10.3,63.0,No,5.2,84.9,63.8,76.6,75.1
STU3352,Male,High School,Free/Reduced,Not Completed,10.8,49.7,No,4.7,62.9,72.4,58.4,64.6
STU3353,Female,Master's Degree,Free/Reduced,Not Completed,4.6,89.6,Yes,9.2,83.6,88.2,77.4,83.1
STU3354,Female,Associate's Degree,Standard,Completed,5.5,82.6,No,6.6,100.0,98.8,86.6,95.1
STU3355,Male,Associate's Degree,Standard,Completed,5.4,76.0,Yes,5.7,77.3,71.6,69.9,72.9
STU3356,Female,Associate's Degree,Standard,Not Completed,14.8,87.6,Yes,5.6,76.7,79.6,72.3,76.2
STU3357,Female,High School,Standard,Completed,8.9,68.6,Yes,7.2,92.5,89.5,92.0,91.3
STU3358,Male,High School,Standard,Not Completed,8.2,92.4,Yes,6.5,76.5,87.6,84.1,82.7
STU3359,Male,Bachelor's Degree,Free/Reduced,Not Completed,12.4,36.5,No,4.7,75.7,80.3,74.8,76.9
STU3360,Female,High School,Free/Reduced,Not Completed,5.4,73.2,No,8.0,78.2,86.3,74.3,79.6
STU3361,Male,Associate's Degree,Standard,Completed,9.9,97.9,Yes,7.4,76.9,76.7,79.0,77.5
STU3362,Male,High School,Standard,Not Completed,22.5,64.7,No,9.2,97.7,94.9,89.4,94.0
STU3363,Female,Associate's Degree,Free/Reduced,Completed,16.1,97.9,Yes,8.4,91.5,86.9,93.1,90.5
STU3364,Male,High School,Standard,Not Completed,9.8,61.4,No,4.0,63.9,60.5,67.0,63.8
STU3365,Male,Associate's Degree,Free/Reduced,Not Completed,8.4,69.6,Yes,8.7,63.0,67.5,54.5,61.7
STU3366,Female,Bachelor's Degree,Standard,Completed,10.7,73.9,No,8.4,78.6,79.5,73.8,77.3
STU3367,Female,High School,Standard,Completed,17.4,91.5,No,6.1,99.1,100.0,93.6,97.6
STU3368,Male,Associate's Degree,Free/Reduced,Completed,16.7,75.8,Yes,6.5,88.2,98.8,79.0,88.7
STU3369,Male,Associate's Degree,Standard,Not Completed,19.0,57.3,No,7.5,84.9,85.2,85.3,85.1
STU3370,Female,Bachelor's Degree,Free/Reduced,Completed,9.2,94.7,Yes,5.8,79.5,86.0,86.9,84.1
STU3371,Female,Master's Degree,Standard,Not Completed,1.5,87.4,Yes,6.7,73.1,80.6,71.9,75.2
STU3372,Female,Bachelor's Degree,Standard,Completed,21.6,85.6,Yes,8.2,100.0,100.0,100.0,100.0
STU3373,Female,High School,Free/Reduced,Not Completed,4.8,85.1,Yes,7.6,64.9,67.6,61.7,64.7
STU3374,Male,High School,Standard,Not Completed,12.3,94.1,Yes,6.2,92.0,100.0,98.2,96.7
STU3375,Female,High School,Free/Reduced,Not Completed,1.5,42.4,Yes,8.2,65.5,60.1,59.5,61.7
STU3376,Female,Associate's Degree,Standard,Not Completed,8.1,83.1,Yes,7.4,78.4,80.7,69.8,76.3
STU3377,Male,High School,Standard,Completed,6.5,94.1,Yes,7.3,80.6,78.2,81.5,80.1
STU3378,Female,Associate's Degree,Free/Reduced,Completed,19.1,76.8,No,6.4,100.0,100.0,100.0,100.0
STU3379,Male,Associate's Degree,Standard,Not Completed,9.9,72.2,No,7.0,80.6,90.4,90.1,87.0
STU3380,Female,High School,Standard,Completed,8.1,82.5,Yes,6.1,80.1,77.7,69.3,75.7
STU3381,Female,Bachelor's Degree,Standard,Not Completed,10.5,56.2,Yes,4.7,86.0,81.4,78.6,82.0
STU3382,Female,High School,Standard,Completed,0.7,70.7,Yes,6.7,50.2,42.4,49.3,47.3
STU3383,Male,High School,Standard,Completed,5.3,96.1,No,6.9,61.0,78.6,65.4,68.3
STU3384,Male,Bachelor's Degree,Free/Reduced,Completed,5.8,85.1,No,7.2,78.1,72.0,82.4,77.5
STU3385,Female,Associate's Degree,Free/Reduced,Not Completed,11.5,61.0,No,8.5,71.1,67.6,70.9,69.9
STU3386,Male,Bachelor's Degree,Free/Reduced,Completed,4.1,66.1,Yes,6.2,79.2,86.8,78.6,81.5
STU3387,Male,Associate's Degree,Free/Reduced,Not Completed,9.0,87.7,Yes,6.6,65.6,55.6,59.1,60.1
STU3388,Male,High School,Free/Reduced,Completed,7.6,93.1,Yes,7.9,71.1,72.8,72.1,72.0
STU3389,Male,Bachelor's Degree,Free/Reduced,Not Completed,5.5,76.7,No,6.1,70.9,82.1,73.0,75.3
STU3390,Male,Bachelor's Degree,Standard,Completed,5.7,85.7,No,7.2,97.6,87.7,82.3,89.2
STU3391,Male,Bachelor's Degree,Free/Reduced,Not Completed,7.6,88.5,Yes,6.5,80.1,75.0,74.6,76.6
STU3392,Female,High School,Free/Reduced,Not Completed,1.9,94.8,No,6.7,73.7,81.6,84.5,79.9
STU3393,Female,Associate's Degree,Standard,Completed,12.5,80.5,Yes,7.9,100.0,100.0,91.6,97.2
STU3394,Male,Associate's Degree,Standard,Not Completed,4.8,97.7,Yes,6.6,91.6,81.7,88.6,87.3
STU3395,Female,High School,Standard,Not Completed,6.8,90.9,No,7.9,83.1,76.0,75.2,78.1
STU3396,Female,Master's Degree,Standard,Not Completed,18.7,60.7,No,4.7,84.9,82.4,87.8,85.0
STU3397,Female,High School,Free/Reduced,Not Completed,12.6,86.4,Yes,5.3,75.2,76.9,58.1,70.1
STU3398,Female,Master's Degree,Standard,Completed,3.6,91.5,Yes,4.2,89.6,91.1,89.9,90.2
STU3399,Male,Associate's Degree,Standard,Not Completed,0.6,85.5,No,5.6,70.0,77.5,70.5,72.7
STU3400,Female,High School,Free/Reduced,Completed,10.8,76.6,No,9.2,75.5,88.0,80.7,81.4
STU3401,Female,Associate's Degree,Standard,Completed,7.0,47.6,No,7.0,73.5,91.3,78.7,81.2
STU3402,Male,Bachelor's Degree,Standard,Not Completed,9.0,76.8,Yes,6.1,93.6,87.8,88.1,89.8
STU3403,Male,Bachelor's Degree,Standard,Completed,12.4,77.5,Yes,7.9,87.9,92.8,90.9,90.5
STU3404,Female,Bachelor's Degree,Free/Reduced,Not Completed,13.5,85.4,No,8.1,70.0,91.2,89.8,83.7
STU3405,Female,Bachelor's Degree,Free/Reduced,Not Completed,6.1,77.0,No,5.5,75.4,80.5,67.4,74.4
STU3406,Female,Bachelor's Degree,Standard,Not Completed,7.5,88.6,Yes,10.0,74.5,74.7,70.3,73.2
STU3407,Female,Bachelor's Degree,Free/Reduced,Not Completed,10.1,53.7,No,7.3,74.4,74.0,86.0,78.1
STU3408,Female,High School,Standard,Completed,10.5,97.8,No,7.5,75.8,84.7,81.8,80.8
STU3409,Female,Associate's Degree,Free/Reduced,Completed,9.0,89.4,Yes,7.6,93.8,89.7,96.4,93.3
STU3410,Male,High School,Free/Reduced,Not Completed,17.5,96.1,Yes,7.6,91.6,100.0,100.0,97.2
STU3411,Female,Master's Degree,Free/Reduced,Completed,10.4,76.9,No,6.3,81.8,89.7,89.7,87.1
STU3412,Female,Master's Degree,Standard,Completed,12.3,88.5,No,9.5,89.2,92.4,82.8,88.1
STU3413,Male,High School,Free/Reduced,Completed,9.4,84.9,No,6.7,76.7,81.0,78.8,78.8
STU3414,Male,Bachelor's Degree,Free/Reduced,Not Completed,4.1,77.0,No,8.1,64.3,79.3,67.2,70.3
STU3415,Male,Master's Degree,Standard,Not Completed,5.3,71.6,Yes,6.4,79.7,90.5,82.6,84.3
STU3416,Male,High School,Free/Reduced,Completed,3.5,76.0,Yes,6.2,65.8,77.4,64.2,69.1
STU3417,Female,Associate's Degree,Standard,Not Completed,14.4,79.6,No,9.3,82.1,82.6,74.4,79.7
STU3418,Female,Master's Degree,Free/Reduced,Completed,2.6,72.1,Yes,6.9,85.2,83.9,84.8,84.6
STU3419,Female,High School,Standard,Completed,7.3,98.4,No,7.0,87.1,87.2,65.3,79.9
STU3420,Female,Bachelor's Degree,Free/Reduced,Not Completed,6.3,88.0,No,7.3,84.2,79.1,84.3,82.5
STU3421,Female,High School,Standard,Not Completed,6.2,42.0,No,10.0,85.1,87.0,73.8,82.0
STU3422,Female,Master's Degree,Standard,Not Completed,6.6,74.4,Yes,9.6,68.5,79.4,67.9,71.9
STU3423,Male,Master's Degree,Standard,Completed,19.4,82.2,No,8.5,83.5,100.0,96.3,93.3
STU3424,Female,Master's Degree,Standard,Not Completed,1.8,77.4,No,10.0,83.0,79.4,73.5,78.6
STU3425,Male,Associate's Degree,Standard,Not Completed,16.3,78.4,No,5.9,73.2,78.2,74.5,75.3
STU3426,Male,Bachelor's Degree,Standard,Not Completed,7.0,59.8,No,7.8,71.5,72.0,72.6,72.0
STU3427,Female,Bachelor's Degree,Standard,Not Completed,13.0,85.3,Yes,7.1,79.3,79.1,76.0,78.1
STU3428,Male,High School,Standard,Not Completed,8.4,85.7,Yes,4.9,77.2,80.3,77.4,78.3
STU3429,Female,Bachelor's Degree,Standard,Not Completed,3.7,69.1,Yes,7.6,76.7,66.1,65.5,69.4
STU3430,Male,High School,Free/Reduced,Not Completed,17.2,88.2,Yes,6.4,90.0,88.1,81.6,86.6
STU3431,Female,Associate's Degree,Standard,Not Completed,15.7,78.7,No,8.8,86.6,88.9,83.0,86.2
STU3432,Male,High School,Free/Reduced,Not Completed,3.9,91.6,No,6.5,65.1,66.9,58.1,63.4
STU3433,Female,High School,Free/Reduced,Not Completed,11.3,57.1,No,6.5,71.1,75.1,67.8,71.3
STU3434,Female,High School,Free/Reduced,Not Completed,5.4,97.1,No,8.8,70.9,61.2,60.7,64.3
STU3435,Female,Bachelor's Degree,Standard,Completed,2.7,65.2,Yes,6.9,79.8,84.3,89.2,84.4
STU3436,Female,High School,Free/Reduced,Completed,4.8,73.8,No,8.4,60.4,60.1,57.0,59.2
STU3437,Female,Bachelor's Degree,Standard,Not Completed,16.6,71.3,Yes,7.5,78.1,75.4,64.3,72.6
STU3438,Male,High School,Standard,Not Completed,13.2,69.5,Yes,7.5,60.6,68.5,59.0,62.7
STU3439,Male,High School,Standard,Not Completed,6.6,82.6,No,6.7,78.5,71.4,81.1,77.0
STU3440,Male,Associate's Degree,Free/Reduced,Completed,16.7,40.2,No,7.6,86.8,77.9,90.7,85.1
STU3441,Female,Bachelor's Degree,Standard,Not Completed,15.0,91.5,No,6.8,100.0,97.8,91.1,96.3
STU3442,Male,High School,Standard,Completed,4.8,86.8,Yes,6.0,85.1,80.1,77.8,81.0
STU3443,Female,Associate's Degree,Free/Reduced,Not Completed,18.9,65.4,No,6.9,80.6,90.1,80.9,83.9
STU3444,Female,Bachelor's Degree,Free/Reduced,Not Completed,6.3,65.7,Yes,8.5,94.4,91.8,90.9,92.4
STU3445,Male,Associate's Degree,Standard,Not Completed,6.9,82.4,Yes,7.6,91.9,93.7,81.3,89.0
STU3446,Male,High School,Standard,Not Completed,1.9,89.5,No,7.9,78.9,81.3,71.6,77.3
STU3447,Female,High School,Free/Reduced,Not Completed,5.4,76.4,No,7.0,62.7,64.1,76.5,67.8
STU3448,Male,Bachelor's Degree,Standard,Not Completed,7.3,67.1,No,4.7,71.5,82.1,70.2,74.6
STU3449,Female,High School,Standard,Completed,9.6,96.2,No,5.5,76.5,79.0,75.8,77.1
STU3450,Female,Bachelor's Degree,Standard,Not Completed,3.7,58.3,No,6.7,72.2,81.9,73.5,75.9
STU3451,Female,Associate's Degree,Free/Reduced,Not Completed,4.9,84.3,No,5.6,61.6,65.3,63.4,63.4
STU3452,Female,Master's Degree,Free/Reduced,Not Completed,19.2,80.2,No,6.4,94.4,88.9,87.3,90.2
STU3453,Female,Bachelor's Degree,Free/Reduced,Completed,14.5,97.1,No,6.3,86.8,94.3,80.8,87.3
STU3454,Male,Master's Degree,Free/Reduced,Not Completed,16.0,79.4,No,6.4,91.5,100.0,92.1,94.5
STU3455,Male,Associate's Degree,Standard,Completed,7.7,94.3,No,8.7,93.1,92.2,82.5,89.3
STU3456,Female,Bachelor's Degree,Standard,Not Completed,9.8,91.7,Yes,6.9,79.5,88.3,82.2,83.3
STU3457,Female,Associate's Degree,Standard,Not Completed,11.4,67.2,No,8.1,72.7,80.7,83.3,78.9
STU3458,Male,Associate's Degree,Standard,Not Completed,19.0,79.9,No,7.2,81.0,81.1,76.6,79.6
STU3459,Male,Associate's Degree,Standard,Not Completed,2.6,74.8,Yes,8.7,69.6,64.8,79.7,71.4
STU3460,Female,Bachelor's Degree,Free/Reduced,Completed,5.7,83.8,No,8.2,76.2,76.9,82.1,78.4
STU3461,Male,Master's Degree,Standard,Completed,9.3,73.2,Yes,6.3,100.0,98.5,100.0,99.5
STU3462,Female,Bachelor's Degree,Free/Reduced,Not Completed,8.4,60.6,No,9.4,80.5,81.4,75.4,79.1
STU3463,Male,Associate's Degree,Standard,Not Completed,4.9,96.3,No,6.5,81.6,77.2,79.3,79.4
STU3464,Female,Associate's Degree,Standard,Completed,10.9,78.4,Yes,7.2,80.7,88.3,96.3,88.4
STU3465,Male,Bachelor's Degree,Standard,Not Completed,5.9,93.2,Yes,7.5,79.4,81.9,86.1,82.5
STU3466,Female,High School,Standard,Not Completed,8.1,67.2,No,7.6,91.8,84.6,80.4,85.6
STU3467,Male,High School,Free/Reduced,Not Completed,10.6,93.0,Yes,8.0,81.0,80.5,83.7,81.7
STU3468,Male,Associate's Degree,Standard,Not Completed,6.1,84.1,Yes,6.1,88.4,80.1,83.5,84.0
STU3469,Female,High School,Standard,Completed,12.6,79.2,Yes,7.9,86.0,83.8,76.6,82.1
STU3470,Male,High School,Standard,Completed,13.9,86.6,No,7.7,88.3,88.6,86.9,87.9
STU3471,Female,High School,Standard,Not Completed,5.0,73.7,No,7.0,88.8,84.4,86.9,86.7
STU3472,Male,High School,Standard,Not Completed,5.9,94.2,No,6.8,87.3,82.7,87.5,85.8
STU3473,Female,High School,Free/Reduced,Not Completed,4.1,87.3,No,6.0,61.7,72.7,74.9,69.8
STU3474,Male,Master's Degree,Free/Reduced,Not Completed,8.0,74.1,No,7.6,80.3,80.8,83.0,81.4
STU3475,Female,Associate's Degree,Standard,Not Completed,9.6,81.5,No,6.2,63.9,82.2,73.5,73.2
STU3476,Male,Associate's Degree,Free/Reduced,Not Completed,6.4,82.3,Yes,7.3,68.2,67.7,67.8,67.9
STU3477,Female,Bachelor's Degree,Standard,Not Completed,9.4,79.9,No,6.9,79.9,83.4,71.1,78.1
STU3478,Male,High School,Standard,Not Completed,5.8,96.6,No,5.4,72.7,75.3,66.2,71.4
STU3479,Female,Master's Degree,Standard,Not Completed,5.9,94.1,No,5.9,83.9,76.7,80.2,80.3
STU3480,Female,Bachelor's Degree,Standard,Completed,9.9,95.8,Yes,7.5,100.0,100.0,100.0,100.0
STU3481,Female,High School,Standard,Not Completed,6.1,86.7,Yes,6.4,81.3,83.5,84.0,82.9
STU3482,Male,Associate's Degree,Standard,Completed,7.7,78.4,Yes,6.3,81.0,83.3,80.5,81.6
STU3483,Female,Bachelor's Degree,Standard,Not Completed,10.1,64.0,Yes,6.1,82.1,79.9,84.5,82.2
STU3484,Male,Master's Degree,Standard,Not Completed,9.4,72.5,No,6.1,82.9,84.9,99.6,89.1
STU3485,Female,Associate's Degree,Standard,Not Completed,5.8,82.8,Yes,9.0,66.8,71.2,64.9,67.6
STU3486,Male,Associate's Degree,Free/Reduced,Completed,14.7,87.9,No,5.7,84.1,73.1,74.1,77.1
STU3487,Female,High School,Standard,Completed,2.5,75.7,Yes,8.8,69.2,67.7,75.6,70.8
STU3488,Male,Master's Degree,Standard,Completed,0.5,89.2,Yes,6.6,89.4,88.8,89.3,89.2
STU3489,Male,High School,Standard,Not Completed,11.1,79.8,No,6.2,81.3,91.7,75.0,82.7
STU3490,Female,Master's Degree,Standard,Completed,9.3,78.3,Yes,7.5,85.6,88.8,83.2,85.9
STU3491,Male,Associate's Degree,Standard,Not Completed,3.8,67.6,No,7.1,64.4,59.0,59.1,60.8
STU3492,Male,Associate's Degree,Standard,Not Completed,8.6,93.2,Yes,6.8,72.7,75.8,73.5,74.0
STU3493,Female,Associate's Degree,Standard,Not Completed,5.3,74.3,Yes,7.3,79.8,66.8,70.2,72.3
